biomass_gm2,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2
101.075,402.0,755.0,547.0,3931.0,3735.0,1270.0,3045.0,3539.0,2139.0,1041.0
47.275,527.0,844.0,760.0,3696.0,3496.0,1405.0,2861.0,3309.0,2358.0,1233.0
183.5,389.0,682.0,452.0,4426.0,4239.0,1030.0,3182.0,3997.0,2080.0,1001.0
233.8,464.0,789.0,739.0,3562.0,3371.0,1307.0,2703.0,3143.0,2533.0,1411.0
31.4,432.0,736.0,610.0,3852.0,3655.0,1197.0,2851.0,3369.0,2496.0,1301.0
145.85,396.5,686.5,585.5,3544.0,3310.5,1187.5,2643.5,3120.0,2065.5,1033.5
99.35,356.0,643.0,487.0,3993.0,3755.0,1048.0,2821.0,3460.0,2229.0,1094.0
254.95,280.0,629.0,330.0,4629.0,4503.0,1051.0,3379.0,4194.0,1590.0,716.0
83.45,337.0,639.0,424.0,4266.0,4035.0,1062.0,3088.0,3745.0,2054.0,986.0
95.1,479.0,825.0,632.0,4248.0,4034.0,1371.0,3184.0,3755.0,2116.0,1079.0
33.05,355.0,625.0,568.0,3838.0,3570.0,1103.0,2664.0,3261.0,2305.0,1140.0
148.0,305.0,623.5,371.5,4476.0,4306.5,1049.0,3266.0,4033.0,1741.0,787.0
158.7,338.0,648.0,493.0,3740.0,3556.0,1111.0,2827.0,3399.0,1879.0,965.0
154.4,329.0,636.0,483.0,3643.0,3511.0,1113.0,2758.0,3276.0,1975.0,987.0
166.2,327.0,619.0,472.0,3643.0,3470.0,1073.0,2742.0,3277.0,1831.0,919.0
68.15,429.0,743.0,710.0,3400.0,3143.0,1298.0,2562.0,2969.0,2246.0,1229.0
59.25,590.0,890.0,937.0,3260.0,3019.0,1438.0,2552.0,2883.0,2839.0,1864.0
76.4,468.0,813.0,753.0,3467.0,3278.0,1367.0,2703.0,3083.0,2553.0,1422.0
188.4,357.0,637.5,483.5,4305.5,4120.5,1108.5,3072.5,3866.5,1823.5,889.5
377.1,423.0,780.0,584.0,4530.0,4318.0,1295.0,3283.0,4016.0,2133.0,1045.0
121.1,392.0,693.0,541.0,3618.0,3443.0,1165.0,2741.0,3231.0,2140.0,1120.0
176.0,469.0,774.0,671.0,3398.0,3185.0,1265.0,2546.0,2975.0,2538.0,1389.0
126.95,450.0,795.0,637.0,3691.0,3490.0,1283.0,2792.0,3265.0,2412.0,1251.0
88.4,399.0,730.0,515.0,3585.0,3428.5,1184.0,2803.5,3244.0,2105.0,1083.0
26.0,491.0,802.0,774.0,3425.0,3238.0,1338.0,2634.0,3015.0,2587.0,1461.0
80.6,348.5,648.5,446.0,4029.5,3834.5,1101.0,2971.0,3605.0,1920.5,907.0
116.6388889,372.0,729.0,560.0,3640.0,3467.0,1216.0,2827.0,3289.0,2257.0,1154.0
130.8888889,381.0,746.0,563.0,3697.0,3574.0,1228.0,2873.0,3348.0,2257.0,1158.0
187.75,408.0,775.0,574.0,3666.0,3473.0,1242.0,2896.0,3333.0,2232.0,1160.0
282.5,195.0,479.0,210.0,4287.0,3846.0,847.0,3194.0,3918.0,1700.0,710.0
278.6388889,226.0,540.0,246.0,4453.0,4422.0,886.0,3234.0,4021.0,1747.0,732.0
305.8333333,243.0,552.0,284.0,4365.0,4188.0,915.0,3205.0,3998.0,1762.0,741.0
108.1388889,272.0,629.0,341.0,3762.0,3705.0,1043.0,2916.0,3418.0,1885.0,884.0
143.3611111,270.0,624.0,326.0,3999.0,3897.0,1046.0,3122.0,3675.0,1889.0,876.0
91.16666667,311.0,664.0,421.0,3719.0,3697.0,1123.0,2875.0,3386.0,1949.0,1014.0
101.3611111,362.0,792.5,416.5,4886.0,4567.5,1274.0,3761.5,4478.5,2340.0,1103.5
97.83333333,361.0,755.0,399.0,4607.0,4333.0,1219.0,3503.0,4191.0,2221.0,1046.0
350.6388889,364.0,788.0,398.0,4730.0,4647.0,1229.0,3588.0,4328.0,2203.0,1038.0
185.0277778,366.0,711.0,548.0,3673.0,3482.0,1156.0,2775.0,3261.0,2259.0,1127.0
243.9722222,341.0,681.0,497.0,3714.0,3536.0,1164.0,2810.0,3301.0,2264.0,1127.0
123.75,305.0,658.0,418.0,3770.0,3607.0,1104.0,2871.0,3366.0,2127.0,1029.0
101.75,395.0,728.0,561.0,3541.0,3336.0,1201.0,2678.0,3098.0,2270.0,1094.0
141.4722222,395.0,740.0,565.0,3578.0,3439.0,1218.0,2714.0,3140.0,2293.0,1105.0
101.4166667,348.0,670.0,486.5,3652.5,3359.0,1222.5,2762.0,3198.0,2357.0,1124.0
201.4444444,396.0,776.0,548.0,3794.0,3601.0,1261.0,2968.0,3426.0,2327.0,1110.0
163.5277778,389.0,764.0,532.0,3805.0,3592.0,1248.0,2958.0,3413.0,2294.0,1094.0
131.4166667,368.0,734.0,493.0,3831.0,3668.0,1215.0,2955.0,3427.0,2222.0,1051.0
153.6111111,404.0,766.5,573.0,3706.5,3552.5,1292.5,2851.5,3303.5,2420.0,1168.0
69.55555556,409.0,767.0,570.0,3676.0,3546.0,1278.0,2823.0,3262.0,2419.0,1165.0
110.3333333,346.0,632.0,494.0,3495.0,3282.0,1179.0,2640.0,3079.0,2335.0,1120.0
268.3055556,362.5,806.5,439.0,4637.0,4439.0,1306.5,3601.0,4186.5,2224.0,1040.5
257.75,355.0,810.0,430.0,4443.0,4491.0,1242.0,3431.0,3998.0,2073.0,950.0
177.2222222,300.0,652.0,352.0,3923.0,3765.0,1096.0,2966.0,3520.0,1929.0,907.0
159.4166667,313.0,717.0,397.0,4254.0,4194.0,1176.0,3319.0,3899.0,1995.0,922.0
200.25,316.0,728.0,379.0,4328.0,4147.0,1186.0,3392.0,3996.0,1975.0,918.0
111.25,299.0,705.0,365.0,4205.0,4121.0,1146.0,3296.0,3894.0,1910.0,884.0
148.1388889,320.0,755.0,381.0,4422.0,4412.0,1188.0,3416.0,4093.0,2115.0,983.0
175.2777778,298.0,668.0,340.0,4386.0,4022.0,1168.0,3373.0,3985.0,2105.0,978.0
131.8611111,328.0,746.0,417.0,4290.0,4222.0,1199.0,3333.0,3936.0,2093.0,979.0
159.8333333,322.0,758.0,388.0,4498.0,4291.0,1248.0,3483.0,4070.0,2214.0,1020.0
116.8888889,327.0,748.0,394.0,4362.0,4148.0,1230.0,3383.0,3957.0,2198.0,1017.0
176.1944444,317.0,714.0,409.0,4132.0,3927.0,1203.0,3224.0,3751.0,2168.0,1013.0
62.27777778,454.0,846.0,663.0,3969.0,3763.0,1378.0,3018.0,3503.0,2496.0,1262.0
58.63888889,337.0,764.0,466.0,4105.0,3881.0,1236.0,3187.0,3693.0,2096.0,956.0
184.5277778,418.0,820.0,571.0,3968.0,3798.0,1259.0,3047.0,3537.0,2221.0,1075.0
48.5,366.0,700.0,530.0,2980.0,2815.0,1164.0,2326.0,2620.0,2386.0,1240.0
27.86111111,404.0,753.0,600.0,3241.0,3106.0,1278.0,2519.0,2857.0,2483.0,1299.0
96.75,452.0,811.0,729.0,3288.0,3081.0,1283.0,2541.0,2857.0,2397.0,1238.0
152.9166667,369.0,778.0,545.0,3764.0,3643.0,1286.0,2943.0,3387.0,2187.0,1039.0
105.5833333,458.0,852.0,700.0,3719.0,3544.0,1409.0,2859.0,3268.0,2563.0,1312.0
202.0,469.0,867.0,695.0,3835.0,3707.0,1426.0,2937.0,3382.0,2631.0,1341.0
209.5,313.0,641.0,382.0,3746.0,3577.0,1023.0,2871.0,3400.0,1904.0,866.0
226.3333333,304.0,625.0,354.0,3846.0,3667.0,1018.0,2947.0,3498.0,1898.0,850.0
226.75,294.0,645.0,339.0,4169.0,3992.0,1020.0,3215.0,3842.0,1886.0,830.0
153.6111111,280.0,642.5,344.5,3754.5,3634.5,1046.0,2940.0,3423.0,1836.5,805.5
177.8333333,304.0,688.0,380.0,3833.0,3623.0,1107.0,3006.0,3472.0,1881.0,831.0
189.0555556,294.0,705.0,391.0,3948.0,3733.0,1124.0,3097.0,3594.0,1921.0,847.0
179.3333333,279.0,679.0,305.0,4357.0,4233.0,1124.0,3432.0,4025.0,1853.0,809.0
150.1388889,300.0,701.0,346.0,4313.0,4120.0,1156.0,3399.0,3961.0,1893.0,827.0
160.8333333,320.0,705.0,382.0,4057.0,3802.0,1182.0,3217.0,3718.0,1989.0,881.0
93.55555556,345.0,758.0,425.0,4362.0,4244.0,1304.0,3546.0,4036.0,2358.0,1080.0
88.69444444,353.0,763.0,422.0,4245.0,4060.0,1297.0,3476.0,3946.0,2320.0,1066.0
42.11111111,349.0,717.0,433.0,3949.0,3797.0,1236.0,3225.0,3658.0,2243.0,1047.0
412.1666667,370.0,694.0,530.0,3391.0,3220.0,1146.0,2552.0,2980.0,2089.0,1038.0
336.3611111,356.0,691.5,518.0,3514.0,3335.0,1156.0,2634.0,3083.0,2082.5,1025.5
492.4444444,369.0,703.0,514.0,3643.0,3457.0,1169.0,2713.0,3226.0,2032.0,986.0
382.3888889,444.0,806.0,664.0,3403.0,3269.0,1341.0,2674.0,3041.0,2396.0,1251.0
374.3333333,427.0,788.0,656.0,3388.0,3242.0,1325.0,2660.0,3023.0,2393.0,1248.0
229.8055556,442.0,806.0,663.0,3470.0,3291.0,1322.0,2711.0,3074.0,2371.0,1215.0
518.6944444,437.0,832.0,635.0,3865.0,3639.0,1346.0,2889.0,3372.0,2529.0,1252.0
497.7777778,396.0,784.0,549.0,3807.0,3536.0,1278.0,2911.0,3341.0,2371.0,1146.0
181.8055556,380.0,814.0,466.0,4400.0,4210.5,1279.0,3403.0,3946.0,2264.0,1043.5
241.4166667,319.0,759.0,357.0,4279.0,4135.0,1191.0,3438.0,3958.0,2216.0,981.0
138.3333333,337.0,766.0,362.0,4300.0,4112.0,1196.0,3438.0,3967.0,2236.0,989.0
148.5555556,339.0,778.0,398.0,4310.0,4172.0,1230.0,3399.0,3955.0,2329.0,1050.0
349.5833333,272.0,695.0,265.0,4522.0,4989.0,982.0,3440.0,4170.0,1686.0,695.0
285.1944444,233.0,578.0,248.0,4306.0,3996.0,983.0,3297.0,3978.0,1638.0,689.0
311.5555556,254.0,653.0,283.0,4510.0,4353.0,1103.0,3505.0,4166.0,1855.0,809.0
289.9722222,358.0,645.0,499.0,3221.0,2992.0,1179.0,2463.0,2818.0,2150.0,1087.0
638.4166667,317.0,595.0,442.0,3144.0,2946.0,1065.0,2417.0,2768.0,2006.0,995.0
413.0277778,314.0,585.0,432.0,3139.0,2974.0,1030.0,2387.0,2752.0,1905.0,929.0
166.0555556,391.0,734.0,560.0,3680.0,3509.0,1154.0,2886.0,3340.0,2489.0,1186.0
139.1111111,391.0,733.0,572.0,3653.0,3484.0,1153.0,2869.0,3323.0,2492.0,1186.0
221.8611111,377.0,721.0,520.0,3750.0,3653.0,1109.0,2910.0,3418.0,2380.0,1120.0
701.5277778,366.0,675.0,454.0,4061.0,3962.0,1027.0,2957.0,3623.0,2052.0,946.0
458.1666667,367.0,679.0,455.0,4237.0,4116.0,1062.0,3055.0,3755.0,2112.0,967.0
781.4722222,386.5,719.0,468.0,4474.0,4265.5,1120.0,3254.5,3959.5,2250.0,1024.5
801.2777778,461.0,854.0,559.0,4580.0,4398.0,1287.0,3419.0,4089.0,2568.0,1253.0
753.3611111,456.0,848.0,551.0,4579.0,4450.0,1279.0,3413.0,4092.0,2550.0,1240.0
595.9166667,431.0,803.0,515.0,4451.0,4407.0,1211.0,3263.0,3938.0,2445.0,1176.0
1062.027778,397.0,750.0,427.0,4952.0,4767.0,1128.0,3565.0,4449.0,2362.0,1070.0
899.0833333,393.0,753.0,425.0,4901.0,4742.0,1122.0,3524.0,4402.0,2349.0,1066.0
637.6388889,389.0,742.0,405.0,4849.0,4650.0,1111.0,3482.0,4346.0,2330.0,1057.0
1380.388889,364.0,624.0,411.0,3769.0,3396.0,950.0,2703.0,3292.0,1971.0,918.0
889.25,365.0,629.0,408.0,3678.0,3559.0,943.0,2654.0,3212.0,1952.0,912.0
904.0277778,364.0,612.0,407.0,3731.0,3457.0,950.0,2688.0,3274.0,1984.0,928.0
166.9722222,379.0,737.0,515.5,4474.0,4260.5,1224.0,3229.0,3878.5,2414.0,1149.5
185.8611111,374.0,731.0,506.0,4428.0,4163.0,1215.0,3194.0,3835.0,2406.0,1145.0
240.3333333,351.0,707.0,465.0,4353.0,4011.0,1177.0,3118.0,3752.0,2394.0,1143.0
396.8888889,324.0,654.0,335.0,4630.0,4371.0,1035.0,3482.0,4211.0,2166.0,975.0
447.3888889,343.0,685.0,363.0,4667.0,4424.0,1053.0,3462.0,4191.0,2180.0,981.0
460.4166667,339.0,666.0,352.0,4682.0,4553.0,1043.0,3452.0,4235.0,2198.0,986.0
487.6388889,409.0,757.0,446.0,4831.0,4505.0,1167.0,3401.0,4180.0,2414.0,1093.0
435.8055556,413.0,743.0,423.0,4842.0,4479.0,1163.0,3406.0,4193.0,2411.0,1090.0
533.5,412.0,745.0,424.0,4980.0,4655.0,1197.0,3523.0,4329.0,2424.0,1110.0
86.05555556,399.0,769.0,434.0,4428.0,4367.0,1157.0,3458.0,4100.0,2128.0,990.0
73.02777778,398.0,769.0,441.0,4299.0,4284.0,1164.0,3369.0,3991.0,2124.0,993.0
82.75,413.0,774.0,468.0,3952.0,3866.0,1134.0,3110.0,3664.0,2036.0,963.0
459.5277778,349.0,787.0,334.0,5626.0,5507.0,1182.0,4200.0,5210.0,2163.0,947.0
500.6944444,334.5,761.5,326.0,5617.5,5509.5,1173.5,4205.5,5240.0,2140.0,938.0
428.1111111,336.0,783.0,327.5,5597.5,5542.5,1189.5,4207.0,5222.5,2134.0,939.0
193.7222222,252.0,564.5,273.0,4479.5,4331.5,918.5,3287.5,4070.0,1921.0,813.5
245.1666667,253.5,547.5,272.5,4500.0,4304.0,908.0,3276.0,4068.0,1929.5,818.0
123.2222222,252.0,568.0,289.0,4494.0,4324.0,916.0,3253.0,4043.0,1940.0,827.0
282.8611111,383.0,732.0,461.0,4269.0,4065.0,1147.0,3129.0,3750.0,2534.0,1185.0
77.83333333,361.0,677.0,411.0,4264.0,3962.0,1119.0,3124.0,3746.0,2520.0,1179.0
279.0,376.0,742.0,379.0,4400.0,4284.0,1111.0,3303.0,4011.0,2448.0,1128.0
316.75,281.0,618.0,282.0,4956.0,4807.0,1000.0,3666.0,4542.0,1925.0,798.0
315.8611111,274.0,614.0,267.0,5024.0,4958.0,998.0,3741.0,4629.0,1923.0,791.0
494.6388889,284.0,652.0,277.0,5171.0,5190.0,978.0,3835.0,4811.0,1929.0,797.0
297.1666667,343.5,717.0,372.5,4960.5,4732.0,1167.5,3580.0,4386.5,2297.5,1029.5
483.6944444,343.0,717.0,387.0,4907.5,4647.0,1163.0,3534.0,4336.0,2293.0,1028.0
431.7222222,335.0,695.0,378.0,4781.0,4521.0,1140.5,3437.5,4199.5,2262.0,1015.5
422.9416667,398.0,781.0,563.0,4324.0,4131.0,1253.0,3212.0,3878.0,2121.0,1044.0
718.3833333,410.5,789.5,603.5,4239.5,3971.0,1264.0,3134.0,3791.5,2110.5,1047.5
303.6916667,406.0,783.0,586.0,4210.0,3982.0,1254.0,3109.0,3763.0,2101.0,1033.0
126.2944444,277.0,739.0,340.0,4539.0,4409.0,1148.0,3622.0,4246.0,1546.0,642.0
227.7472222,268.0,637.0,309.0,4460.0,4278.0,1049.0,3429.0,4065.0,1533.0,650.0
363.4694444,246.5,599.0,308.5,4310.0,4199.5,1056.0,3281.5,3935.5,1603.0,710.5
504.7222222,254.0,570.0,273.0,4789.0,4622.0,939.0,3496.0,4402.0,1477.0,617.0
314.8638889,294.0,655.0,321.0,4736.0,4608.0,1065.0,3495.0,4310.0,1652.0,718.0
191.6222222,274.0,584.0,369.0,4259.0,4103.0,976.0,3028.0,3882.0,1843.0,869.0
179.9305556,270.0,616.0,357.0,4436.0,4422.0,983.0,3103.0,4030.0,1843.0,859.0
147.2416667,266.0,617.0,350.0,4561.0,4456.0,995.0,3197.0,4182.0,1832.0,834.0
422.8333333,275.0,634.0,359.0,4163.0,3983.0,1100.0,3202.0,3839.0,1725.0,829.0
425.8361111,257.0,629.0,356.0,4349.0,4247.0,1078.0,3280.0,3984.0,1757.0,815.0
189.025,291.0,659.0,402.0,4161.0,3986.0,1132.0,3190.0,3821.0,1856.0,878.0
140.9361111,346.0,718.0,465.0,4087.0,3829.0,1156.0,3142.0,3715.0,1922.0,894.0
158.2111111,369.0,758.0,518.0,3925.0,3716.0,1217.0,3058.0,3590.0,2006.0,945.0
109.9083333,380.0,743.0,499.0,3885.0,3730.0,1229.0,3032.0,3523.0,2045.0,985.0
295.1388889,301.0,650.0,368.5,3840.5,3754.0,1091.0,3013.0,3508.0,1803.0,831.0
240.0361111,342.0,706.5,498.5,3710.5,3482.5,1208.0,2865.5,3326.0,2022.0,984.5
255.2444444,368.0,733.0,522.5,3721.5,3526.0,1228.0,2885.0,3350.5,2022.5,987.0
269.3833333,259.0,611.0,303.0,4625.0,4559.0,1015.0,3560.0,4269.0,1688.0,737.0
278.4777778,273.0,618.0,318.0,4646.0,4555.0,1037.0,3576.0,4270.0,1703.0,743.0
418.7666667,352.0,687.0,345.0,4773.0,4582.0,1097.0,3500.0,4331.0,1716.0,749.0
183.4916667,291.0,620.0,340.0,4532.0,4385.0,1035.0,3467.0,4158.0,1727.0,764.0
468.4388889,250.0,617.0,326.0,4102.0,3923.0,1045.0,3148.0,3752.0,1641.0,731.0
416.4833333,261.5,632.5,327.5,4066.0,3885.0,1063.5,3147.5,3735.5,1650.0,739.0
252.3527778,267.0,651.0,322.0,4185.0,4078.0,1089.0,3250.0,3824.0,1703.0,760.0
104.95,340.0,678.0,465.0,4130.0,4034.0,1078.0,3016.0,3692.0,1994.0,942.0
163.4694444,306.0,633.0,457.0,4243.0,3907.0,1097.0,3071.0,3750.0,2060.0,963.0
129.4472222,304.5,647.5,425.5,4414.5,4207.0,1091.0,3179.5,3899.0,2070.5,956.0
225.0083333,286.0,610.0,334.0,4528.0,4318.0,1025.0,3336.0,4136.0,1749.0,796.0
119.15,309.0,632.0,348.0,4426.0,4279.0,1032.0,3272.0,4044.0,1793.0,827.0
172.1138889,306.0,646.0,362.0,4301.0,4180.0,1039.0,3182.0,3915.0,1851.0,871.0
327.4583333,277.0,564.0,297.0,4882.0,4614.0,881.0,3297.0,4371.0,1823.0,794.0
405.2027778,273.0,555.0,292.5,4723.5,4494.5,868.0,3197.0,4230.5,1792.0,779.5
389.4416667,259.0,541.0,282.0,4571.0,4354.0,837.0,3094.0,4085.0,1750.0,756.0
350.575,262.0,534.0,267.0,4675.0,4570.0,850.0,3293.0,4250.0,1524.0,660.0
242.0666667,258.0,545.0,279.0,4570.0,4399.0,865.0,3214.0,4126.0,1542.0,675.0
298.6861111,259.0,547.5,279.5,4619.0,4470.0,876.5,3275.0,4184.5,1533.5,665.0
313.9305556,284.0,597.5,309.0,4947.5,4797.5,956.0,3425.5,4478.0,1747.5,802.0
428.4555556,276.0,599.0,326.0,4767.0,4512.0,988.0,3325.0,4282.0,1768.0,822.0
325.0027778,278.0,585.0,310.0,4717.0,4672.0,955.0,3270.0,4245.0,1746.0,810.0
126.7305556,314.0,645.0,371.0,5186.0,4962.0,1030.0,3567.0,4644.0,1992.0,894.0
89.05833333,310.0,650.0,369.0,5140.0,4826.0,1048.0,3565.0,4594.0,2001.0,895.0
43.70277778,306.0,609.0,340.0,5156.0,4910.0,1016.0,3533.0,4611.0,1952.0,870.0
338.025,308.5,643.0,308.5,5748.0,5599.5,962.5,3985.0,5372.0,1857.5,816.0
313.2694444,305.0,631.0,298.0,5748.0,5631.0,966.0,4010.0,5381.0,1857.0,818.0
265.1527778,305.0,632.0,293.0,5747.0,5653.0,955.0,4011.0,5378.0,1823.0,803.0
242.125,257.0,595.0,283.0,5190.0,5020.0,960.0,3659.0,4785.0,1510.0,658.0
339.7694444,250.0,583.0,292.0,4939.0,4740.0,959.0,3510.0,4530.0,1512.0,665.0
198.8083333,266.0,581.0,307.0,4454.0,4363.0,958.0,3211.0,4089.0,1593.0,757.0
17.01666667,275.0,605.0,329.0,4243.5,4136.0,1000.0,3178.0,3876.0,1981.5,914.5
15.68888889,280.0,606.0,332.0,4160.0,4018.0,994.0,3125.0,3809.0,1958.0,901.0
22.56111111,277.0,602.0,320.0,4067.0,3869.0,982.0,3058.0,3713.0,1947.0,899.0
201.1888889,302.0,671.0,392.0,4436.0,4239.0,1186.0,3244.0,3893.0,1873.0,855.0
156.4916667,298.5,670.5,395.5,4448.0,4228.5,1184.5,3254.5,3906.0,1870.5,853.0
151.7277778,303.0,669.0,385.5,4460.0,4265.5,1169.0,3272.5,3940.0,1839.0,833.0
211.3888889,271.0,561.0,309.0,4268.0,4086.0,938.0,3082.0,3860.0,1582.0,690.0
224.4583333,270.0,553.0,318.0,4190.0,3974.0,939.0,3040.0,3796.0,1588.0,691.0
151.0194444,292.0,571.0,346.0,4171.0,4020.0,931.0,3038.0,3791.0,1597.0,704.0
73.33333333,308.0,628.0,384.0,3740.0,3624.0,967.0,2894.0,3432.0,2119.0,990.0
128.8888889,317.0,641.0,386.0,3773.0,3703.0,982.0,2946.0,3470.0,2109.0,989.0
73.61111111,341.0,681.0,432.0,3764.0,3572.0,1003.0,2948.0,3461.0,2152.0,1024.0
197.2222222,281.0,499.0,361.0,3982.0,3347.0,952.0,2740.0,3510.0,2058.0,983.0
241.9444444,322.0,566.0,419.0,4067.0,3684.0,983.0,2791.0,3585.0,2100.0,1018.0
88.61111111,313.0,560.0,435.0,3872.0,3627.0,986.0,2753.0,3471.0,2065.0,992.0
213.0555556,287.0,626.0,386.0,3556.0,3434.0,1019.0,2726.0,3187.0,2011.0,939.0
201.3888889,318.0,655.0,413.0,3670.0,3590.0,1059.0,2834.0,3309.0,2058.0,975.0
233.0555556,409.0,713.0,584.0,2963.0,2856.0,1038.0,2311.0,2711.0,1779.0,958.0
76.11111111,418.0,834.5,530.0,4386.5,4208.0,1303.0,3386.0,3966.5,2590.5,1248.5
79.44444444,438.0,831.0,541.0,4383.0,4163.0,1295.0,3326.0,3943.0,2514.0,1219.0
190.2777778,428.0,814.0,526.0,4373.0,4171.0,1262.0,3288.0,3928.0,2460.0,1182.0
156.1111111,367.0,665.0,428.0,3482.0,3454.0,1015.0,2698.0,3208.0,2054.0,997.0
113.3333333,367.0,667.0,430.0,3557.0,3487.0,1008.0,2750.0,3291.0,2070.0,989.0
223.8888889,365.0,688.0,438.0,3705.0,3608.0,1032.0,2835.0,3407.0,2124.0,997.0
55.55555556,424.0,725.0,656.0,3081.0,2917.0,1147.0,2354.0,2742.0,2540.0,1389.0
68.61111111,354.0,620.0,502.0,2778.0,2655.0,984.0,2124.0,2476.0,2124.0,1125.0
128.6111111,430.0,686.0,544.0,2976.0,2817.0,1035.0,2283.0,2644.0,1994.0,953.0
72.77777778,390.0,656.0,497.0,2808.0,2747.0,971.0,2149.0,2499.0,1901.0,900.0
13.61111111,412.0,669.0,509.5,3057.0,2825.5,1079.0,2358.5,2724.5,2139.5,1028.0
54.44444444,446.0,790.0,590.0,3838.0,3684.0,1241.0,2932.0,3446.0,2520.0,1176.0
80.27777778,445.0,785.0,583.0,3820.0,3651.0,1235.0,2916.0,3429.0,2499.0,1165.0
139.1666667,471.0,819.0,610.0,3845.0,3682.0,1249.0,2936.0,3448.0,2436.0,1142.0
39.72222222,441.5,750.5,637.0,3274.5,3134.5,1191.0,2504.5,2887.5,2600.5,1298.5
87.77777778,445.0,747.0,643.0,3219.0,3085.0,1177.0,2458.0,2838.0,2578.0,1297.0
20.27777778,355.0,612.0,539.0,2991.0,2730.0,1093.0,2268.0,2616.0,2490.0,1265.0
26.94444444,434.0,852.0,574.0,3914.0,3752.0,1329.0,3133.0,3587.0,2509.0,1249.0
28.33333333,416.0,829.0,542.0,3915.0,3820.0,1315.0,3119.0,3578.0,2537.0,1255.0
42.5,401.0,809.0,554.0,3873.0,3660.0,1305.0,3092.0,3537.0,2536.0,1256.0
117.5,321.0,703.0,349.0,4850.0,4742.0,1065.0,3653.0,4474.0,2184.0,940.0
282.2222222,319.0,694.0,349.0,4759.0,4683.0,1052.0,3575.0,4385.0,2167.0,937.0
145.5555556,297.0,650.0,354.0,4516.0,4310.0,1025.0,3382.0,4135.0,2151.0,944.0
122.2222222,356.0,682.0,469.0,3471.0,3346.0,1056.0,2688.0,3141.0,2419.0,1185.0
140.5555556,355.0,684.0,469.0,3443.0,3314.0,1056.0,2673.0,3112.0,2416.0,1185.0
138.6111111,353.0,670.0,478.0,3357.0,3228.0,1045.0,2599.0,3019.0,2405.0,1185.0
196.9444444,355.0,735.0,432.0,4127.0,4064.0,1156.0,3233.0,3796.0,2214.0,1054.0
88.88888889,380.0,783.0,505.0,3984.0,3755.0,1220.0,3112.0,3613.0,2292.0,1098.0
101.3888889,348.0,718.0,463.0,3806.0,3592.0,1195.0,2963.0,3427.0,2295.0,1113.0
151.1111111,473.0,781.0,718.0,3162.0,2986.0,1229.0,2441.0,2799.0,2581.0,1409.0
126.9444444,447.0,760.0,697.0,3128.0,2965.0,1218.0,2411.0,2766.0,2593.0,1413.0
82.77777778,428.0,739.0,675.0,3094.0,2912.0,1198.0,2377.0,2737.0,2561.0,1395.0
128.0555556,395.0,726.0,491.0,3484.0,3372.0,1213.0,2807.0,3153.0,2405.0,1184.0
59.16666667,396.0,736.0,491.0,3615.0,3581.0,1225.0,2894.0,3300.0,2402.0,1186.0
78.88888889,391.0,707.0,510.0,3488.0,3363.0,1172.0,2742.0,3167.0,2284.0,1135.0
115.2777778,367.0,677.0,478.0,3564.0,3401.0,1150.0,2804.0,3213.0,2366.0,1135.0
78.61111111,371.0,688.0,493.0,3586.0,3464.0,1158.0,2819.0,3238.0,2397.0,1153.0
146.9444444,368.0,683.0,485.0,3597.0,3439.0,1151.0,2804.0,3249.0,2414.0,1154.0
159.7222222,531.0,823.0,845.0,2978.0,2805.0,1303.0,2262.0,2586.0,2544.0,1396.0
112.5,535.0,826.0,844.0,3012.0,2854.0,1316.0,2287.0,2619.0,2564.0,1406.0
56.11111111,539.0,826.0,861.0,3082.0,2897.0,1323.0,2341.0,2692.0,2564.0,1407.0
49.72222222,422.0,703.5,629.0,3108.5,2929.5,1164.0,2345.5,2759.0,2356.5,1245.5
112.7777778,434.0,726.0,623.0,3137.0,2947.0,1171.0,2373.0,2768.0,2362.0,1248.0
119.7222222,451.0,738.0,650.0,3194.0,3015.0,1210.0,2442.0,2838.0,2379.0,1255.0
105.8333333,490.0,845.0,741.0,3225.0,3065.0,1359.0,2526.0,2890.0,2550.0,1383.0
52.22222222,483.0,833.0,737.0,3247.0,3063.0,1356.0,2527.0,2910.0,2589.0,1400.0
114.7222222,478.0,814.0,724.0,3227.0,3010.0,1336.0,2509.0,2878.0,2624.0,1415.0
41.38888889,383.0,700.0,512.0,3728.0,3569.0,1269.0,2900.0,3368.0,2508.0,1225.0
85.55555556,394.0,696.0,505.0,3722.0,3518.0,1259.0,2903.0,3362.0,2480.0,1214.0
53.61111111,379.0,683.0,505.0,3581.0,3373.0,1206.0,2811.0,3246.0,2385.0,1177.0
73.61111111,424.0,763.0,568.0,3491.0,3345.0,1210.0,2764.0,3209.0,2457.0,1271.0
139.4444444,436.0,760.0,558.0,3490.0,3348.0,1206.0,2784.0,3191.0,2458.0,1268.0
68.33333333,436.0,765.0,563.0,3408.0,3333.0,1216.0,2718.0,3117.0,2482.0,1293.0
154.7222222,416.0,739.0,571.0,3457.0,3202.0,1203.0,2671.0,3102.0,2282.0,1115.0
193.3333333,422.0,727.0,621.0,3192.0,2985.5,1203.5,2449.0,2842.5,2283.0,1154.5
300.0,413.0,731.0,634.0,3175.0,2978.0,1220.0,2432.0,2820.0,2287.0,1161.0
