,plot id,Useful_PlotID,Exploratory,Qnum,month,year,date_releves,m from south corner,SpecRich,LAI_field,S2_timestep,mowing date,biomass_g,biomass_gm2,Grass_percent_cover,Forb_percent_cover,Legumes_percent_cover,Bare_percent_cover,Litter_percent_cover,Moss_percent_cover,Senescent_percent_cover,Moribund_percent_cover,Dung_percent_cover,Shrub_percent_cover,Green_veg_percent_cover,Grass_height,Forbs_height,Legumes_height,RPM,comments_quadrat,comments_plot,date_uav,UAV,time_UAV,green,red,rededge,nir,RAOsQ
110,HEG2,HEG02,HAI,HEG02_01,6,2020,11.06.2020,6,23,1.67,20200607,,,,12,58,,3,15,,,12,,,70,32,12,,12,,Resawn,11.06.2020,eBee,,790,465,3322,4386,1.537982509
111,HEG2,HEG02,HAI,HEG02_02,6,2020,11.06.2020,10.5,23,1.75,20200607,,38.51,106.9722222,15,60,,4,8,,3,10,,,75,46,14,,13,,Extensively managed,11.06.2020,eBee,,837,453,3532,4649,1.302642728
112,HEG2,HEG02,HAI,HEG02_03,6,2020,11.06.2020,15,23,2.95,20200607,,,,30,25,22,4,7.8,,5,6,0.2,,77,31,14,20,12,,Ant hives,11.06.2020,eBee,,756,430,3283,4373,1.353060397
113,HEG2,HEG02,HAI,HEG02_04,6,2020,11.06.2020,19.5,23,2.04,20200607,,,,15,65,,2,7,,6,5,,,80,36,30,,16.6,,Wild dung,11.06.2020,eBee,,763,434,3315,4460,1.137198974
114,HEG2,HEG02,HAI,HEG02_05,6,2020,11.06.2020,24,23,1.42,20200607,,31.29,86.91666667,20,48,,3,14,,9,6,,,68,20,17,,12.4,,Snails,11.06.2020,eBee,,815,503,3335,4351,0.955433647
115,HEG2,HEG02,HAI,HEG02_06,6,2020,11.06.2020,28.5,23,1.06,20200607,,,,42,23,,8,10,4,8,5,,,65,32,11,,9.8,,,11.06.2020,eBee,,805,539,3120,3947,1.006900397
116,HEG2,HEG02,HAI,HEG02_07,6,2020,11.06.2020,33,23,1.58,20200607,,,,37,30,1,10,7.9,0.1,5,5,4,,68,30,13,10,12.6,,,11.06.2020,eBee,,753,480,3178,4164,1.14774689
117,HEG2,HEG02,HAI,HEG02_08,6,2020,11.06.2020,37.5,23,1.23,20200607,,,,33,44,,9,4.9,,4,5,0.1,,77,37,10,,9.8,,,11.06.2020,eBee,,775,507,3076,3955,0.98816265
118,HEG2,HEG02,HAI,HEG02_09,6,2020,11.06.2020,42,23,0.99,20200607,,24.12,67,9,80,,2,3.9,,3,2,0.1,,89,24,11,,8.4,,,11.06.2020,eBee,,800.5,417,3337,4283.5,0.886321121
119,HEG2,HEG02,HAI,HEG02_10,6,2020,11.06.2020,46,23,1.67,20200607,,,,40,22,,20,8,,8,2,,,62,57,15,,11.6,,,11.06.2020,eBee,,763,450.5,3227.5,4213,1.280440719
120,HEG3,HEG03,HAI,HEG03_01,6,2020,12.06.2020,6,20,0.76,20200607,,,,38.8,28,0.2,18,9.6,0.2,1,4,0.2,,67,22,11,1,9,,Wildlife footprints,11.06.2020,eBee,,806,582.5,2911.5,3803.5,2.093683317
121,HEG3,HEG03,HAI,HEG03_02,6,2020,12.06.2020,10.5,20,0.84,20200607,,21.43,59.52777778,32,40,,18,5.8,0.2,2,2,,,72,25,11,,9.8,,,11.06.2020,eBee,,786.5,530,2988.5,3857,1.627191068
122,HEG3,HEG03,HAI,HEG03_03,6,2020,12.06.2020,15,20,0.72,20200607,,,,32,40,3,8,8.8,0.2,4,4,,,75,23,11,10,10,,,11.06.2020,eBee,,763.5,525.5,2928,3748,1.301489683
123,HEG3,HEG03,HAI,HEG03_04,6,2020,12.06.2020,19.5,20,1,20200607,,,,46,18,,10,17,,5,4,,,64,20,13,,13.6,,,11.06.2020,eBee,,766.5,522.5,2896,3799.5,1.689362462
124,HEG3,HEG03,HAI,HEG03_05,6,2020,12.06.2020,24,20,0.97,20200607,,25.04,69.55555556,42,36,,1,15,,1,5,,,78,15,12,,10.8,,,11.06.2020,eBee,,794,463,3296,4335,1.585489812
125,HEG3,HEG03,HAI,HEG03_06,6,2020,12.06.2020,28.5,20,0.99,20200607,,,,38,32,,0.1,14.9,,7,8,,,70,17,13,,14.6,,,11.06.2020,eBee,,774,478.5,3062,3969.5,1.44863925
126,HEG3,HEG03,HAI,HEG03_07,6,2020,12.06.2020,33,20,1.3,20200607,,,,57,20,,6,8.9,0.1,3,5,,,77,24,14,,16,,,11.06.2020,eBee,,757.5,471,3039.5,4007.5,1.435462092
127,HEG3,HEG03,HAI,HEG03_08,6,2020,12.06.2020,37.5,20,0.88,20200607,,,,56,13,,10,12,1,3,5,,,69,31,8,,11.8,,,11.06.2020,eBee,,767,562,2771.5,3583,1.590229064
128,HEG3,HEG03,HAI,HEG03_09,6,2020,12.06.2020,42,20,0.9,20200607,,27.54,76.5,31,37,,1,18.9,0.1,5,7,,,68,21,12,,13.2,,,11.06.2020,eBee,,761,545,2851,3673,1.661207912
129,HEG3,HEG03,HAI,HEG03_10,6,2020,12.06.2020,46,20,0.71,20200607,,,,42,13,,2,27,2,2,12,,,55,29,8,,10.4,,,11.06.2020,eBee,,805,629.5,2855,3639,1.735950323
130,HEG4,HEG04,HAI,HEG04_01,6,2020,10.06.2020,6,26,0.93,20200607,,,,61,,,4,24.8,,,10,0.2,,61,12,,,14,,Artificial dung,10.06.2020,eBee,,700,575.5,2423,3152.5,
131,HEG4,HEG04,HAI,HEG04_02,6,2020,10.06.2020,10.5,26,1.07,20200607,,27.94,77.61111111,51.9,0.1,,8,20,,,10,10,,52,15,8,,13.8,,,10.06.2020,eBee,,726,621,2293,2986,
132,HEG4,HEG04,HAI,HEG04_03,6,2020,10.06.2020,15,26,1.38,20200607,,,,73,,,1,10,,,10,6,,73,15,,,17.2,,,10.06.2020,eBee,,740.5,571,2553.5,3381.5,
133,HEG4,HEG04,HAI,HEG04_04,6,2020,10.06.2020,19.5,26,0.92,20200607,,,,53,1,,4,30,,,10,2,,54,10,9,,10.4,,,10.06.2020,eBee,,773.5,763,2244.5,2895,
134,HEG4,HEG04,HAI,HEG04_05,6,2020,10.06.2020,24,26,0.56,20200607,,8.63,23.97222222,49.9,0.1,,0.2,29.7,,,20,0.1,,50,17,7,,10,,,10.06.2020,eBee,,810,794,2399,3080,
135,HEG4,HEG04,HAI,HEG04_06,6,2020,10.06.2020,28.5,26,1.05,20200607,,,,63,,,2,25,,,10,,,63,17,,,13,,,10.06.2020,eBee,,848.5,762.5,2540.5,3289,
136,HEG4,HEG04,HAI,HEG04_07,6,2020,10.06.2020,33,26,0.63,20200607,,,,61.9,,0.1,10,13,,,15,,,72,15,,6,12,,,10.06.2020,eBee,,872.5,852.5,2444,3147,
137,HEG4,HEG04,HAI,HEG04_08,6,2020,10.06.2020,37.5,26,1.17,20200607,,,,44.8,0.1,0.1,10,30,,,15,,,45,15,,6,12.4,,,10.06.2020,eBee,,845.5,706,2597,3398.5,
138,HEG4,HEG04,HAI,HEG04_09,6,2020,10.06.2020,42,26,1.47,20200607,,32.59,90.52777778,65.8,0.1,0.1,2,12,,,20,,,66,15,7,6,15,,,10.06.2020,eBee,,815,600,2629,3517,
139,HEG4,HEG04,HAI,HEG04_10,6,2020,10.06.2020,46,26,1.08,20200607,,,,57.9,,0.1,0.1,24.9,,,10,7,,58,10,,7,10,,,10.06.2020,eBee,,850.5,825.5,2414,3151.5,
140,HEG5,HEG05,HAI,HEG05_01,6,2020,09.06.2020,6,17,1.52,20200607,,,,66,10,,10,6,,0.1,7.9,,,76,19,9,,14.2,,Very high grass,09.06.2020,eBee,,750,325,3007,4745.5,0.94384111
141,HEG5,HEG05,HAI,HEG05_02,6,2020,09.06.2020,10.5,17,1.93,20200607,,55.26,153.5,77,4,,6,8,,0.1,4.9,,,81,22,4,,16.8,,,09.06.2020,eBee,,731.5,296.5,3049.5,4740.5,1.029563428
142,HEG5,HEG05,HAI,HEG05_03,6,2020,09.06.2020,15,17,1.35,20200607,,,,47,20,,17,11,,,4.8,0.2,,67,18,16,,19.2,Rabitt dung,,09.06.2020,eBee,,741,314.5,2885,4391.5,0.856070183
143,HEG5,HEG05,HAI,HEG05_04,6,2020,09.06.2020,19.5,17,1.35,20200607,,,,55.9,11,0.1,11,15,,0.1,6.9,,,67,18,16,8,18.2,,,09.06.2020,eBee,,749.5,336,2967.5,4428.5,0.785975647
144,HEG5,HEG05,HAI,HEG05_05,6,2020,09.06.2020,24,17,0.97,20200607,,35.41,98.36111111,57,18,,10,11,,0.1,3.9,,,75,17,12,,14.6,,,09.06.2020,eBee,,758,346,3023.5,4400,0.979856554
145,HEG5,HEG05,HAI,HEG05_06,6,2020,09.06.2020,28.5,17,1.16,20200607,,,,64,14,5,7,8,,0.1,1.9,,,83,18,222,6,4.2,,,09.06.2020,eBee,,798,361,3002.5,4414.5,0.815910596
146,HEG5,HEG05,HAI,HEG05_07,6,2020,09.06.2020,33,17,1.52,20200607,,,,73.8,8,0.2,7,6,,,5,,,82,19,11,6,16.4,,,09.06.2020,eBee,,837.5,397,3061.5,4383.5,0.899725313
147,HEG5,HEG05,HAI,HEG05_08,6,2020,09.06.2020,37.5,17,1.02,20200607,,,,40,39,8,7,3,,0.1,2.9,,,87,14,7.5,7,12,,,09.06.2020,eBee,,799,371,2944.5,4368,0.77389861
148,HEG5,HEG05,HAI,HEG05_09,6,2020,09.06.2020,42,17,1.62,20200607,,50.4,140,71,8,1,10,7,,,3,,,80,15,10,7,17.2,,,09.06.2020,eBee,,814.5,357,3101,4708,0.78185021
149,HEG5,HEG05,HAI,HEG05_10,6,2020,09.06.2020,46,17,2.17,20200607,,,,79,7,1,5,5,,,3,,,87,19,10,7,17.4,,,09.06.2020,eBee,,836.5,368,3046,4727,0.705426576
150,HEG6,HEG06,HAI,HEG06_01,6,2020,09.06.2020,6,29,4.23,20200607,,,,80.9,9,0.1,5,2,,0.1,2.9,,,90,77,26,5,34.8,,,09.06.2020,eBee,,781.5,334,3467,5290,0.796856544
151,HEG6,HEG06,HAI,HEG06_02,6,2020,09.06.2020,10.5,29,5.48,20200607,,238.56,662.6666667,76,6,,5,8,,0.1,4.9,,,82,85,29,,75,,,09.06.2020,eBee,,696,327.5,3268.5,5257,0.770911359
152,HEG6,HEG06,HAI,HEG06_03,6,2020,09.06.2020,15,29,4.48,20200607,,,,77,8,,3,8,,1,3,,,85,87,28,,39,,,09.06.2020,eBee,,722.5,414,3427.5,5131,0.673027965
153,HEG6,HEG06,HAI,HEG06_04,6,2020,09.06.2020,19.5,29,4.99,20200607,,,,53,40,,2,4,,0.2,0.8,,,93,85,29,,35.2,,,09.06.2020,eBee,,768.5,375.5,3591.5,5375,0.658515798
154,HEG6,HEG06,HAI,HEG06_05,6,2020,09.06.2020,24,29,3.4,20200607,,118.7,329.7222222,66,13,,17,2.8,0.2,0.1,0.9,,,79,74,20,,28.4,,,09.06.2020,eBee,,679,332,3132,4680.5,0.624045138
155,HEG6,HEG06,HAI,HEG06_06,6,2020,09.06.2020,28.5,29,4.04,20200607,,,,80,12,,3,2,,0.1,2.9,,,92,96,28,,37.8,,,09.06.2020,eBee,,703,357,3500,5305,0.573652362
156,HEG6,HEG06,HAI,HEG06_07,6,2020,09.06.2020,33,29,3.34,20200607,,,,76.9,13,0.1,6,2.8,,0.1,0.9,0.2,,90,72,24,18,32.2,,,09.06.2020,eBee,,715,358.5,3393.5,5021,0.527056068
157,HEG6,HEG06,HAI,HEG06_08,6,2020,09.06.2020,37.5,29,2.99,20200607,,,,65.9,19,0.1,6,6,,0.1,2.9,,,85,66,20,16,26.4,,,09.06.2020,eBee,,726,335.5,3427,4925.5,0.464936473
158,HEG6,HEG06,HAI,HEG06_09,6,2020,09.06.2020,42,29,2.7,20200607,,69.03,191.75,77.8,8,0.2,3,7,,0.2,3.8,,,86,59,13,28,25.6,,,09.06.2020,eBee,,763.5,364,3322.5,4628,0.568127239
159,HEG6,HEG06,HAI,HEG06_10,6,2020,09.06.2020,46,29,2.69,20200607,,,,74,5,7,8,5,,0.2,0.8,,,86,80,16,66,28.2,,,09.06.2020,eBee,,734,389,3317.5,4594,0.658544243
160,HEG7,HEG07,HAI,HEG07_01,6,2020,08.06.2020,6,20,2.32,20200607,,,,30,49,,5,1,,10,5,,,79,43,22,,20.8,,Scheduled to be grazed in a week (15th July),08.06.2020,eBee,,703,440.5,2782,3766.5,1.160451001
161,HEG7,HEG07,HAI,HEG07_02,6,2020,08.06.2020,10.5,20,2.55,20200607,,,,30,41,3,3,4,,12,5,2,,74,49,16,16,20.6,,Initially scheduled to be grazed  the 8th,08.06.2020,eBee,,732,454.5,2851.5,3892.5,1.151964302
162,HEG7,HEG07,HAI,HEG07_03,6,2020,08.06.2020,15,20,1.85,20200607,,,,20,52,7,10,3,,1,4,3,,79,59,11,15,11,,Rhinonflus flowering,08.06.2020,eBee,,792,478.5,2968.5,3897,1.316186887
163,HEG7,HEG07,HAI,HEG07_04,6,2020,08.06.2020,19.5,20,1.44,20200607,,,,25,38,4,4,2,,4,3,20,,67,33,13,24,12.4,,,08.06.2020,eBee,,771,536,2909,3878,1.132913772
164,HEG7,HEG07,HAI,HEG07_05,6,2020,08.06.2020,24,20,0.76,20200607,,21.05,58.47222222,29,26,3,12,9,,2,7,12,,58,38,14,10,11.8,,,08.06.2020,eBee,,787,592,2806,3743,1.192195551
165,HEG7,HEG07,HAI,HEG07_06,6,2020,08.06.2020,28.5,20,0.88,20200607,,,,18,58,1,6,5,,5,5,2,,77,35,13,17,12.2,,,08.06.2020,eBee,,802,533.5,3232,4228.5,1.373801172
166,HEG7,HEG07,HAI,HEG07_07,6,2020,08.06.2020,33,20,0.94,20200607,,,,38,44,3,6,3.9,,3,2,0.1,,85,24,9,7,9,,,08.06.2020,eBee,,819,495,3373.5,4312,0.931760083
167,HEG7,HEG07,HAI,HEG07_08,6,2020,08.06.2020,37.5,20,2.68,20200607,,,,28,54.8,0.2,3,4,,2,1,7,,83,33,15,15,13,,,08.06.2020,eBee,,802,513,3419.5,4473.5,1.430263443
168,HEG7,HEG07,HAI,HEG07_09,6,2020,08.06.2020,42,20,0.7,20200607,,19.77,54.91666667,35,23,7,23,4,,0.2,7.8,,,65,20,8,10,9.2,,,08.06.2020,eBee,,839.5,690,3040.5,3912.5,1.685652896
169,HEG7,HEG07,HAI,HEG07_10,6,2020,08.06.2020,46,20,0.82,20200607,,,,35,20,13,20,4,,1,6,1,,68,26,11,7,10.4,,,08.06.2020,eBee,,844,660.5,3170,4107,1.622593319
170,HEG8,HEG08,HAI,HEG08_01,6,2020,08.06.2020,6,18,2,20200607,,,,25,41,5,4,11.9,1,2,0.1,10,,71,40,15,17,20.6,,Last grazing was months ago,08.06.2020,eBee,,731,410,3057.5,4471.5,0.941694394
171,HEG8,HEG08,HAI,HEG08_02,6,2020,08.06.2020,10.5,18,3.16,20200607,,53.61,148.9166667,25,54,4,2,12,1,2,,,,83,,,,21,,Cover estimations from species inventory,08.06.2020,eBee,,802,383.5,3513,5163.5,0.950977075
172,HEG8,HEG08,HAI,HEG08_03,6,2020,08.06.2020,15,18,2.56,20200607,,,,45,47.9,0.1,2,2.8,0.1,2,0.1,,,93,38,23,14,25.8,,,08.06.2020,eBee,,802.5,379.5,3315.5,5121,0.828818932
173,HEG8,HEG08,HAI,HEG08_04,6,2020,08.06.2020,19.5,18,2.29,20200607,,,,35,47.9,0.1,4,4.9,,3,0.1,5,,83,39,22,13,22.8,,,08.06.2020,eBee,,814.5,438,3244,4722,1.449054554
174,HEG8,HEG08,HAI,HEG08_05,6,2020,08.06.2020,24,18,1.86,20200607,,96.74,268.7222222,20,53,5,4,8,,2,1,7,,78,63,28,20,23.2,,,08.06.2020,eBee,,725,393,2907,4151,1.019260395
175,HEG8,HEG08,HAI,HEG08_06,6,2020,08.06.2020,28.5,18,1.71,20200607,,,,25,48,6,6,8,,2,2,3,,79,36,20,11,19.8,,,08.06.2020,eBee,,725.5,366.5,3065.5,4295.5,0.800498652
176,HEG8,HEG08,HAI,HEG08_07,6,2020,08.06.2020,33,18,1.85,20200607,,,,28,40,4,12,9.9,0.1,2,3,1,,72,66,20,8,18.4,,,08.06.2020,eBee,,768,431,3059,4252,1.308459051
177,HEG8,HEG08,HAI,HEG08_08,6,2020,08.06.2020,37.5,18,2.06,20200607,,,,12,55,9,12,4.9,0.1,2,1,4,,76,34,37,8,14.8,,,08.06.2020,eBee,,789,413,3336.5,4651.5,0.852661957
178,HEG8,HEG08,HAI,HEG08_09,6,2020,08.06.2020,42,18,1.1,20200607,,48.39,134.4166667,15,58,3,13,7.6,0.2,2,1,0.2,,76,40,19,10,17,,,08.06.2020,eBee,,739,396.5,2898,4079.5,0.842009835
179,HEG8,HEG08,HAI,HEG08_10,6,2020,08.06.2020,46,18,2.87,20200607,,,,30,50,12,4,2.8,0.1,1,0.1,,,92,38,30,13,23.8,,,08.06.2020,eBee,,823.5,425,3438.5,4940.5,0.945581398
180,HEG9,HEG09,HAI,HEG09_01,6,2020,10.06.2020,6,29,3.07,20200607,,,,47,18,7,9,8,6,0.1,4.9,,,72,45,15,18,19.4,,Scheduled to be grazed in a week (15th July),08.06.2020,eBee,,750,454.5,3026,4084,0.873072053
181,HEG9,HEG09,HAI,HEG09_02,6,2020,10.06.2020,10.5,29,3.38,20200607,,80.52,223.6666667,33,30,17,4,8,2,0.1,5.9,,,80,63,17,16,22.6,Ant hive,Initially scheduled to be grazed  the 8th,08.06.2020,eBee,,740.5,414,3113,4193,0.863826486
182,HEG9,HEG09,HAI,HEG09_03,6,2020,10.06.2020,15,29,1.77,20200607,,,,47,12,6,2,17.8,10,0.1,4.9,0.2,,65,45,21,16,17.4,,Last grazing was months ago,08.06.2020,eBee,,766,463.5,3027,3980.5,1.588307438
183,HEG9,HEG09,HAI,HEG09_04,6,2020,10.06.2020,19.5,29,2.44,20200607,,,,48,18,8,3,7,8,0.1,7.9,,,74,49,17,8,20.6,,Riranthos flowering,08.06.2020,eBee,,754.5,456.5,3076.5,4107.5,1.083594581
184,HEG9,HEG09,HAI,HEG09_05,6,2020,10.06.2020,24,29,1.88,20200607,,69.56,193.2222222,51,3,16,4,19.8,4,0.2,1.8,0.2,,70,48,12,13,20.6,,,08.06.2020,eBee,,754,519,3060,4027,1.128964789
185,HEG9,HEG09,HAI,HEG09_06,6,2020,10.06.2020,28.5,29,2.11,20200607,,,,56,9,6,3,14,6,0.1,5.9,,,71,33,9,17,18,Ant hive,,08.06.2020,eBee,,797.5,520.5,3160.5,4089,1.13351606
186,HEG9,HEG09,HAI,HEG09_07,6,2020,10.06.2020,33,29,2.43,20200607,,,,43,20,4,10,14,1,,4,,4,71,62,14,9,17.6,4 bush 28 cm high. Ant hive,,08.06.2020,eBee,,760,413.5,3074,4121,1.371583703
187,HEG9,HEG09,HAI,HEG09_08,6,2020,10.06.2020,37.5,29,2.91,20200607,,,,62.8,2,0.2,2,26.8,0.2,0.2,5.8,,,65,52,14,25,16.6,,,08.06.2020,eBee,,758,428.5,2962.5,4032.5,1.11250222
188,HEG9,HEG09,HAI,HEG09_09,6,2020,10.06.2020,42,29,2.35,20200607,,43.61,121.1388889,60,7,9,0.2,18.7,0.1,0.1,4.9,,,76,42,18,14,19.4,,,08.06.2020,eBee,,795,464,3057.5,4064,0.933769644
189,HEG9,HEG09,HAI,HEG09_10,6,2020,10.06.2020,46,29,2.6,20200607,,,,66,10,10,0.1,10.7,0.2,0.1,2.9,,,86,55,15,10,17.8,,,08.06.2020,eBee,,781.5,454,3102,4174.5,1.111935599
190,HEG33,HEG33,HAI,HEG33_01,6,2020,12.06.2020,6,,1.64,20200607,,,,53,1,,0.1,19.9,,6,20,,,54,15,8,,14.4,,,10.06.2020,eBee,,893,1130.5,2415.5,3027.5,2.015964339
191,HEG33,HEG33,HAI,HEG33_02,6,2020,12.06.2020,10.5,,1.32,20200607,,34.17,94.91666667,48,1,,2,20,,4,25,,,49,15,6,,14.6,,,10.06.2020,eBee,,855.5,959,2452,3115.5,0.93002102
192,HEG33,HEG33,HAI,HEG33_03,6,2020,12.06.2020,15,,1.08,20200607,,,,24,1,,8,30,,5,32,,,25,14,9,,19.2,Hole,,10.06.2020,eBee,,720,852,2257,2937,1.007096677
193,HEG33,HEG33,HAI,HEG33_04,6,2020,12.06.2020,19.5,,0.43,20200607,,,,39,1,,6,30,,6,18,,,40,10,7,,9.6,,,10.06.2020,eBee,,1013,1318,2541.5,3249,1.980325087
194,HEG33,HEG33,HAI,HEG33_05,6,2020,12.06.2020,24,,1.8,20200607,,32.84,91.22222222,68,4,,0.1,9.7,0.2,6,12,,,72,13,6,,14,,,10.06.2020,eBee,,731,698.5,2476,3234.5,0.704564347
195,HEG33,HEG33,HAI,HEG33_06,6,2020,12.06.2020,28.5,,0.73,20200607,,,,38.8,0.2,,1,45,,5,10,,,39,5,6,,7.6,,,10.06.2020,eBee,,959,1254.5,2529,3143.5,1.152765815
196,HEG33,HEG33,HAI,HEG33_07,6,2020,12.06.2020,33,,1.21,20200607,,,,63.8,0.2,,0.1,16.9,,4,15,,,64,11,8,,14.6,,,10.06.2020,eBee,,855.5,1030,2535,3200,0.971819043
197,HEG33,HEG33,HAI,HEG33_08,6,2020,12.06.2020,37.5,,1.95,20200607,,,,64.9,0.1,,0.1,19.9,,5,10,,,65,10,8,,12.2,,,10.06.2020,eBee,,880.5,983.5,2602.5,3257,1.178691801
198,HEG33,HEG33,HAI,HEG33_09,6,2020,12.06.2020,42,,0.86,20200607,,26.82,74.5,71,4,,0.1,9.9,,5,10,,,75,12,6,,13.8,,,10.06.2020,eBee,,759.5,732.5,2475,3209.5,0.843448879
199,HEG33,HEG33,HAI,HEG33_10,6,2020,12.06.2020,46,,1.39,20200607,,,,53.8,0.2,,0.1,29.9,,8,8,,,54,9,6,,8,,,10.06.2020,eBee,,946.5,1067.5,2722,3444,1.521550026
200,HEG34,HEG34,HAI,HEG34_01,6,2020,09.06.2020,6,,4.22,20200607,,,,80,10,,3,3,,0.1,3.9,,,90,75,25,,32.4,,Organic farming since 1981,09.06.2020,eBee,,657,324.5,3365.5,5170,0.620889463
201,HEG34,HEG34,HAI,HEG34_02,6,2020,09.06.2020,10.5,,3.5,20200607,,127.69,354.6944444,65,25,1,5,1,,0.1,2.9,,,91,80,20,,28.2,,Daglis glomerata flowering,09.06.2020,eBee,,723,328,3446,4932,0.524116679
203,HEG34,HEG34,HAI,HEG34_03,6,2020,09.06.2020,15,,4.52,20200607,,,,53,40,,3,2,,0.1,1.9,,,93,75,25,,33.6,,Cattle dung,09.06.2020,eBee,,741,351,3631,5231,0.525473603
204,HEG34,HEG34,HAI,HEG34_04,6,2020,09.06.2020,19.5,,4.06,20200607,,,,45,45,,4,2,,0.1,3.9,,,90,65,20,,31.4,,,09.06.2020,eBee,,682,310,3468.5,5277.5,0.523542784
205,HEG34,HEG34,HAI,HEG34_05,6,2020,09.06.2020,24,,5.43,20200607,,93.53,259.8055556,54,40,,2,1,,0.1,2.9,,,94,80,30,,36.8,,,09.06.2020,eBee,,653,288.5,3399.5,5505.5,0.431264593
206,HEG34,HEG34,HAI,HEG34_06,6,2020,09.06.2020,28.5,,4.33,20200607,,,,60,34,,3,1,,0.1,1.9,,,94,85,25,,41.2,,,09.06.2020,eBee,,621,278,3362,5457,0.581832187
207,HEG34,HEG34,HAI,HEG34_07,6,2020,09.06.2020,33,,4.81,20200607,,,,60,30,2,4,1,,0.1,2.9,,,92,75,25,45,31.2,,,09.06.2020,eBee,,686.5,296,3500.5,5314,0.521902662
208,HEG34,HEG34,HAI,HEG34_08,6,2020,09.06.2020,37.5,,3.45,20200607,,,,54,37,,2,2.8,0.2,0.1,1.9,2,,91,75,20,,30.8,,,09.06.2020,eBee,,735.5,291.5,3518,5007,0.571275791
209,HEG34,HEG34,HAI,HEG34_09,6,2020,09.06.2020,42,,2.2,20200607,,64.3,178.6111111,34,33,12,8,4,1,1,7,,,79,65,15,35,19.2,,,09.06.2020,eBee,,841,385.5,3280,4295,0.616400591
210,HEG34,HEG34,HAI,HEG34_10,6,2020,09.06.2020,46,,2.14,20200607,,,,35,30,5,10,5,2,3,10,,,70,60,15,15,15,,,09.06.2020,eBee,,844,393,3160,4175,0.622050405
211,AEG1,AEG01,ALB,AEG01_01,9,2020,07.09.2020,6,35,1.5,20200913,,,,58.5,25,0.5,3,9.9,0.1,2,1,,,84,16,15,9,12.2,,No flight because powerline,,,,,,,,
212,AEG1,AEG01,ALB,AEG01_02,9,2020,07.09.2020,10.5,35,0.89,20200913,,,,10,25,,59.4,3,0.1,2,0.5,,,35,16,11,,8,Mousehole,,,,,,,,,
213,AEG1,AEG01,ALB,AEG01_03,9,2020,07.09.2020,15,35,1.28,20200913,,26.4,73.33333333,17,30.5,1.5,44.9,3,0.1,2.5,0.5,,,49,17,12,13,12.6,Limestones,,,,,,,,,
214,AEG1,AEG01,ALB,AEG01_04,9,2020,07.09.2020,19.5,35,1.61,20200913,,,,55.9,27,0.1,6,4.9,0.1,1,5,,,83,20,15,10,11.2,,,,,,,,,,
215,AEG1,AEG01,ALB,AEG01_05,9,2020,07.09.2020,24,35,2.61,20200913,,,,43.9,38,0.1,2,7,,2,7,,,82,25,13,22,12.8,,,,,,,,,,
216,AEG1,AEG01,ALB,AEG01_06,9,2020,07.09.2020,28.5,35,2.4,20200913,,46.4,128.8888889,40.5,41,0.5,8,4.9,0.1,3,2,,,82,25,15,16,14.2,,,,,,,,,,
217,AEG1,AEG01,ALB,AEG01_07,9,2020,07.09.2020,33,35,2.32,20200913,,,,36,40.8,0.2,11,5.9,0.1,1,5,,,78,18,13,12,13.6,Mouseholes,,,,,,,,,
218,AEG1,AEG01,ALB,AEG01_08,9,2020,07.09.2020,37.5,35,1.35,20200913,,,,40,39,2,10,4.9,0.1,1,3,,,81,22,12,10,11.2,Mouseholes,,,,,,,,,
219,AEG1,AEG01,ALB,AEG01_09,9,2020,07.09.2020,42,35,1.23,20200913,,,,42,24,1,26.8,1,0.1,0.1,5,,,67,17,16,12,8.4,Biomass cut from june visible,,,,,,,,,
220,AEG1,AEG01,ALB,AEG01_10,9,2020,07.09.2020,46,35,1.64,20200913,,26.5,73.61111111,42.5,25,1,17.9,9,0.1,0.5,4,,,68.5,21,15,19,9.8,,,,,,,,,,
221,AEG2,AEG02,ALB,AEG02_01,9,2020,10.09.2020,6,35,2.89,20200913,,,,65.5,20,3,3.5,2,,2,4,,,89.5,14,14,23,12,,No target radiometric correction because there was a litttle blade of grass on one of the QR codes. Fixed now,10.09.2020,Bluegrass,14:00,,,,,
222,AEG2,AEG02,ALB,AEG02_02,9,2020,10.09.2020,10.5,35,6.35,20200913,,,,10,69.5,20,0.2,0.1,,0.1,0.1,,,99.5,17,19,13,18,,Intensive. not recently grazed nor mown. Lots of forbs,10.09.2020,Bluegrass,14:00,,,,,
223,AEG2,AEG02,ALB,AEG02_03,9,2020,10.09.2020,15,35,5.85,20200913,,71,197.2222222,30,66,2,,1,,0.2,0.8,,,98,15,20,12,19.6,,Q10 and Q9 are not very representative.,10.09.2020,Bluegrass,14:00,,,,,
224,AEG2,AEG02,ALB,AEG02_04,9,2020,10.09.2020,19.5,35,5.16,20200913,,,,62.9,35,0.1,0.1,0.2,,1.5,0.2,,,98,16,16,11,17.8,,,10.09.2020,Bluegrass,14:00,,,,,
225,AEG2,AEG02,ALB,AEG02_05,9,2020,10.09.2020,24,35,4.08,20200913,,,,17,80.2,0.2,0.5,0.7,,0.7,0.7,,,97.4,20,18,6,12.6,,,10.09.2020,Bluegrass,14:00,,,,,
226,AEG2,AEG02,ALB,AEG02_06,9,2020,10.09.2020,28.5,35,5.81,20200913,,87.1,241.9444444,78.9,19,0.1,,,,1,1,,,98,36,21,5,19,,,10.09.2020,Bluegrass,14:00,,,,,
