"","explrtr","year","Qnum2","type","blue","green","red","nir","nirb","re1","re2","re3","swir1","swir2","month"
"27","HAI","2020","HEG25_08","grassland",450,758,689,3140,3074,1164,2368,2809,2170,1196,"06"
"28","HAI","2020","HEG30_01","grassland",336,657,435,3780,3612,1058,2902,3464,2089,1015,"06"
"29","HAI","2020","HEG30_04","grassland",358,686,446,3881,3730,1092,2996,3567,2158,1042,"06"
"30","HAI","2020","HEG30_06","grassland",358,674,451,3813,3661,1082,2952,3502,2131,1028,"06"
"31","HAI","2020","HEG30_07","grassland",358,674,451,3813,3661,1082,2952,3502,2131,1028,"06"
"32","HAI","2020","HEG30_08","grassland",362,672,450.5,3766,3609.5,1082.5,2918.5,3458,2134.5,1032.5,"06"
"33","HAI","2020","HEG30_09","grassland",366,670,450,3719,3558,1083,2885,3414,2138,1037,"06"
"34","HAI","2020","HEG30_10","grassland",366,670,450,3719,3558,1083,2885,3414,2138,1037,"06"
"35","HAI","2020","HEG43_03","grassland",392,722,570,3469,3290,1224,2692,3136,2283,1189,"06"
"36","HAI","2020","HEG43_04","grassland",392,722,570,3469,3290,1224,2692,3136,2283,1189,"06"
"37","HAI","2020","HEG43_06","grassland",388,717,566,3483,3295,1227,2705,3155,2269,1180,"06"
"38","HAI","2020","HEG43_09","grassland",367,715,541,3548,3417,1209,2768,3229,2079,1077,"06"
"39","HAI","2020","HEG43_10","grassland",367,715,541,3548,3417,1209,2768,3229,2079,1077,"06"
"40","HAI","2020","HEG01_03","grassland",450,817,637,3879,3720,1300,2930,3462,2392,1208,"06"
"41","HAI","2020","HEG01_04","grassland",450,817,637,3879,3720,1300,2930,3462,2392,1208,"06"
"42","HAI","2020","HEG01_05","grassland",464,817,655.5,3839,3654.5,1297.5,2908.5,3427.5,2399,1215.5,"06"
"43","HAI","2020","HEG01_06","grassland",478,817,674,3799,3589,1295,2887,3393,2406,1223,"06"
"44","HAI","2020","HEG01_07","grassland",478,817,674,3799,3589,1295,2887,3393,2406,1223,"06"
"45","HAI","2020","HEG01_08","grassland",469,823,682,3744,3536,1304,2836,3330,2403,1234,"06"
"46","HAI","2020","HEG01_09","grassland",469,823,682,3744,3536,1304,2836,3330,2403,1234,"06"
"47","HAI","2020","HEG01_10","grassland",466,826,659,3692,3545,1254,2828,3310,2266,1155,"06"
"48","HAI","2020","HEG16_01","grassland",489,864,702,3507,3306,1395,2782,3143,2394,1280,"06"
"49","HAI","2020","HEG16_05","grassland",474,856,694,3461,3332,1393,2760,3130,2370,1271,"06"
"50","HAI","2020","HEG16_08","grassland",498,865,747,3413,3192,1387,2715,3075,2338,1265,"06"
"51","HAI","2020","HEG34_03","grassland",345,658,430,3543,3465,1072,2757,3238,1948,969,"06"
"52","HAI","2020","HEG34_06","grassland",396.5,697.5,458.5,4177,4067.5,1131,3174.5,3867.5,1702.5,789,"06"
"53","HAI","2020","HEG34_07","grassland",408,712,475,4054,3883,1132,3102,3729,1706,796,"06"
"54","HAI","2020","HEG36_02","grassland",489,851,767,3369,3200,1392,2634,3021,2614,1428,"06"
"55","HAI","2020","HEG38_02","grassland",370,766,485,4207,4073,1281,3229,3780,2103,1006,"06"
"56","HAI","2020","HEG38_03","grassland",376,772,499,4187,4023,1288,3213,3768,2110,1013,"06"
"57","HAI","2020","HEG38_04","grassland",376,772,499,4187,4023,1288,3213,3768,2110,1013,"06"
"58","HAI","2020","HEG38_07","grassland",396,784,555,4126,3840,1294,3133,3690,2118,1026,"06"
"59","HAI","2020","HEG40_02","grassland",470,830,659,3589,3431,1321,2731,3172,2568,1344,"06"
"60","HAI","2020","HEG40_04","grassland",475,830,675,3496,3346,1323,2679,3100,2548,1346,"06"
"61","HAI","2020","HEG40_06","grassland",490,825,699,3447,3225,1317,2649,3063,2525,1336,"06"
"62","HAI","2020","HEG40_07","grassland",479,830,678,3517,3301.5,1318.5,2710.5,3120.5,2509,1316,"06"
"63","HAI","2020","HEG40_09","grassland",468,835,657,3587,3378,1320,2772,3178,2493,1296,"06"
"64","HAI","2020","HEG03_03","grassland",406,752,602,3464,3275,1226,2685,3116,2214,1136,"06"
"65","HAI","2020","HEG03_05","grassland",418,772,622,3457,3281,1240,2682,3110,2260,1166,"06"
"66","HAI","2020","HEG03_07","grassland",431.5,777.5,640,3437.5,3222,1244,2663,3078.5,2252.5,1163.5,"06"
"67","HAI","2020","HEG03_09","grassland",445,783,658,3418,3163,1248,2644,3047,2245,1161,"06"
"68","HAI","2020","HEG41_04","grassland",429,769,628,3763,3577,1278,2885,3392,2246,1139,"06"
"69","HAI","2020","HEG41_05","grassland",429,769,628,3763,3577,1278,2885,3392,2246,1139,"06"
"70","HAI","2020","HEG41_06","grassland",452,797,664,3780,3592,1325,2894,3397,2336,1208,"06"
"71","HAI","2020","HEG41_08","grassland",451,796,658,3804,3621,1328.5,2907,3415.5,2340,1207,"06"
"72","HAI","2020","HEG41_09","grassland",450,795,652,3828,3650,1332,2920,3434,2344,1206,"06"
"73","HAI","2020","HEG41_10","grassland",450,795,652,3828,3650,1332,2920,3434,2344,1206,"06"
"74","HAI","2020","HEG45_03","grassland",470,770,660,3239,2943,1227,2505,2898,2124,1091,"06"
"75","HAI","2020","HEG45_04","grassland",431,756,636,3167,2939,1178,2441,2841,2087,1042,"06"
"76","HAI","2020","HEG45_05","grassland",431,756,636,3167,2939,1178,2441,2841,2087,1042,"06"
"77","HAI","2020","HEG45_06","grassland",431,756,636,3167,2939,1178,2441,2841,2087,1042,"06"
"78","HAI","2020","HEG45_07","grassland",431,756,636,3167,2939,1178,2441,2841,2087,1042,"06"
"79","HAI","2020","HEG45_08","grassland",447,815,664,3657,3493,1367,2860,3299,2517,1251,"06"
"80","HAI","2020","HEG45_09","grassland",447,815,664,3657,3493,1367,2860,3299,2517,1251,"06"
"81","HAI","2020","HEG45_10","grassland",429,782,621,3654,3476,1316.5,2846,3288.5,2461.5,1209.5,"06"
"82","HAI","2020","HEG47_02","grassland",377,700,516,3618,3466,1159,2772,3260,2067,1015,"06"
"83","HAI","2020","HEG47_03","grassland",360,683,498,3564,3356,1158,2744,3220,2065,1014,"06"
"84","HAI","2020","HEG47_06","grassland",354,679,499,3525,3294,1161,2721,3193,2070,1019,"06"
"85","HAI","2020","HEG47_07","grassland",354,679,499,3525,3294,1161,2721,3193,2070,1019,"06"
"86","HAI","2020","HEG05_02","grassland",342,667,395,4044,3962,1042,3021,3686,1810,824,"06"
"87","HAI","2020","HEG05_03","grassland",348.5,668.5,392,4003.5,3943.5,1040,3009,3658,1796,818.5,"06"
"88","HAI","2020","HEG05_04","grassland",355,670,389,3963,3925,1038,2997,3630,1782,813,"06"
"89","HAI","2020","HEG05_05","grassland",355,670,389,3963,3925,1038,2997,3630,1782,813,"06"
"90","HAI","2020","HEG05_06","grassland",344,654,380,3822,3801,1007,2920,3524,1716,777,"06"
"91","HAI","2020","HEG05_07","grassland",344,654,380,3822,3801,1007,2920,3524,1716,777,"06"
"92","HAI","2020","HEG05_08","grassland",343,654,385,3808,3693,1012,2921,3522,1729,786,"06"
"93","HAI","2020","HEG05_09","grassland",343,654,385,3808,3693,1012,2921,3522,1729,786,"06"
"94","HAI","2020","HEG05_10","grassland",352,665,387,3838,3762,1022,2940,3546,1770,805,"06"
"95","HAI","2020","HEG06_02","grassland",354,681,442,3909,3809,1114,3007,3574,2081,1054,"06"
"96","HAI","2020","HEG06_04","grassland",365,697,465,3886,3775,1123,2983,3546,2122,1075,"06"
"97","HAI","2020","HEG08_04","grassland",375,734,476,4168,3978,1252,3232,3791,1835,870,"06"
"98","HAI","2020","HEG12_03","grassland",318,665,395,4613,4444,1087,3382,4262,1965,905,"06"
"99","HAI","2020","HEG12_04","grassland",318,665,395,4613,4444,1087,3382,4262,1965,905,"06"
"100","HAI","2020","HEG10_01","grassland",398,726,517,3552,3382,1166,2719,3177,2102,1020,"06"
"101","HAI","2020","HEG10_02","grassland",398,726,517,3552,3382,1166,2719,3177,2102,1020,"06"
"102","HAI","2020","HEG10_03","grassland",400,717,514,3418,3287,1119,2623,3087,2006,974,"06"
"103","HAI","2020","HEG10_04","grassland",400,717,514,3418,3287,1119,2623,3087,2006,974,"06"
"104","HAI","2020","HEG10_08","grassland",393,680,544,3154,2917,1091,2356,2765,2021,1001,"06"
"105","HAI","2020","HEG15_09","grassland",357,661,507,3659,3492,1097,2758,3283,2184,1056,"06"
"106","HAI","2020","HEG17_01","grassland",415,722,566,3093,2957,1120,2453,2821,1888,962,"06"
"107","HAI","2020","HEG17_03","grassland",410,762,586,3596,3433,1257,2824,3222,2217,1122,"06"
"108","HAI","2020","HEG35_01","grassland",331,683.5,465,4246.5,4194,1093,3182.5,3891,1938.5,951.5,"06"
"109","HAI","2020","HEG35_02","grassland",331,683.5,465,4246.5,4194,1093,3182.5,3891,1938.5,951.5,"06"
"110","HAI","2020","HEG35_04","grassland",326.5,685,461,4370.5,4205,1111.5,3263.5,4010.5,1936,945,"06"
"111","HAI","2020","HEG04_02","grassland",356,663,494,3241,3066,1066,2436,2885,1977,986,"06"
"112","HAI","2020","HEG04_03","grassland",346,647,490,3296,3130,1048,2455,2943,1957,978,"06"
"113","HAI","2020","HEG04_04","grassland",346,647,490,3296,3130,1048,2455,2943,1957,978,"06"
"114","HAI","2020","HEG04_05","grassland",356,672,505,3314,3166,1058,2484,2970,1953,976,"06"
"115","HAI","2020","HEG04_06","grassland",356,672,505,3314,3166,1058,2484,2970,1953,976,"06"
"116","HAI","2020","HEG04_07","grassland",355,671.5,496.5,3317.5,3161,1059.5,2497,2978.5,1944,969,"06"
"117","HAI","2020","HEG04_08","grassland",354,671,488,3321,3156,1061,2510,2987,1935,962,"06"
"118","HAI","2020","HEG04_09","grassland",354,671,488,3321,3156,1061,2510,2987,1935,962,"06"
"119","HAI","2020","HEG04_10","grassland",348,665,484,3186,3042,1066,2414,2856,1947,975,"06"
"120","HAI","2020","HEG18_03","grassland",472,828,595,3772,3536,1294,2884,3394,2193,1078,"06"
"121","HAI","2020","HEG18_04","grassland",472,828,595,3772,3536,1294,2884,3394,2193,1078,"06"
"122","HAI","2020","HEG18_05","grassland",470,833,599,3766,3619,1311,2888,3378,2229,1106,"06"
"123","HAI","2020","HEG18_06","grassland",470,833,599,3766,3619,1311,2888,3378,2229,1106,"06"
"124","HAI","2020","HEG18_07","grassland",449,812,569,3900,3727,1291,2983,3477,2190,1074,"06"
"125","HAI","2020","HEG18_08","grassland",449,812,569,3900,3727,1291,2983,3477,2190,1074,"06"
"126","HAI","2020","HEG18_09","grassland",453,814.5,567.5,3918,3734,1287.5,3000,3502.5,2185.5,1067,"06"
"127","HAI","2020","HEG18_10","grassland",457,817,566,3936,3741,1284,3017,3528,2181,1060,"06"
"128","HAI","2020","HEG19_03","grassland",347,684,452,4029,3633,1147,3046,3595,1978,909,"06"
"129","HAI","2020","HEG19_04","grassland",333,654,422,3858,3588,1089,2901,3435,1869,867,"06"
"130","HAI","2020","HEG19_05","grassland",333,654,422,3858,3588,1089,2901,3435,1869,867,"06"
"131","HAI","2020","HEG19_06","grassland",353,690,459,3853,3696,1143,2962,3457,2018,936,"06"
"132","HAI","2020","HEG19_07","grassland",353,690,459,3853,3696,1143,2962,3457,2018,936,"06"
"133","HAI","2020","HEG19_08","grassland",348,690,459,3837,3697,1140,2942,3458,2023,937,"06"
"134","HAI","2020","HEG02_03","grassland",408,780,573,3632,3511,1261,2885,3276,2155,1090,"06"
"135","HAI","2020","HEG02_04","grassland",408,780,573,3632,3511,1261,2885,3276,2155,1090,"06"
"136","HAI","2020","HEG02_05","grassland",419,773,589,3478,3377,1252,2772,3152,2210,1151,"06"
"137","HAI","2020","HEG02_06","grassland",419,773,589,3478,3377,1252,2772,3152,2210,1151,"06"
"138","HAI","2020","HEG02_09","grassland",413,763,627,3284.5,3139,1202,2621,2981.5,2157,1143,"06"
"139","HAI","2020","HEG02_10","grassland",416,765,634,3266,3086,1189,2610,2979,2125,1133,"06"
"140","HAI","2020","HEG20_05","grassland",489,854,743,3687,3494,1432,2866,3294,2465,1285,"06"
"141","HAI","2020","HEG20_08","grassland",455,845,633,4167,3969,1365,3194,3710,2266,1114,"06"
"142","HAI","2020","HEG20_09","grassland",538,901,801,3715,3569,1464,2896,3324,2468,1298,"06"
"143","HAI","2020","HEG20_10","grassland",538,901,801,3715,3569,1464,2896,3324,2468,1298,"06"
"144","HAI","2020","HEG22_01","grassland",377,696,588,3668,3459,1199,2681,3212,2340,1197,"06"
"145","HAI","2020","HEG22_03","grassland",370,693,579,3745,3549,1190,2742,3296,2321,1180,"06"
"146","HAI","2020","HEG22_04","grassland",370,693,579,3745,3549,1190,2742,3296,2321,1180,"06"
"147","HAI","2020","HEG22_05","grassland",363,676,565,3755,3552,1167,2749,3313,2301,1168,"06"
"148","HAI","2020","HEG22_06","grassland",363,676,565,3755,3552,1167,2749,3313,2301,1168,"06"
"149","HAI","2020","HEG22_07","grassland",347,666,550,3708,3489,1155,2703,3270,2305,1169,"06"
"150","HAI","2020","HEG22_08","grassland",347,666,550,3708,3489,1155,2703,3270,2305,1169,"06"
"151","HAI","2020","HEG22_10","grassland",347,661,556,3694,3504,1165,2686,3244,2329,1190,"06"
"152","HAI","2020","HEG28_02","grassland",409,700,575,3707,3464,1137,2762,3329,2177,1060,"06"
"153","HAI","2020","HEG28_03","grassland",409,700,575,3707,3464,1137,2762,3329,2177,1060,"06"
"154","HAI","2020","HEG28_04","grassland",375,666,513,3909,3645,1083,2910,3535,2059,967,"06"
"155","HAI","2020","HEG28_05","grassland",375,666,513,3909,3645,1083,2910,3535,2059,967,"06"
"156","HAI","2020","HEG29_01","grassland",318,608.5,400.5,4198.5,3928,977.5,3000,3762,1887.5,878.5,"06"
"157","HAI","2020","HEG42_02","grassland",477.5,842.5,703,3702.5,3510,1375,2938,3339.5,2476,1264.5,"06"
"158","HAI","2020","HEG42_03","grassland",472,847,701,3721,3537,1376,2955,3357,2476,1261,"06"
"159","HAI","2020","HEG42_04","grassland",472,847,701,3721,3537,1376,2955,3357,2476,1261,"06"
"160","HAI","2020","HEG42_05","grassland",474,853,672,3796,3618,1364,3014,3424,2457,1239,"06"
"161","HAI","2020","HEG42_08","grassland",473,844,655,3780,3632,1352,2999,3406,2432,1223,"06"
"162","HAI","2020","HEG48_03","grassland",388,729,554,3642,3472,1208,2807,3275,2174,1074,"06"
"163","HAI","2020","HEG48_04","grassland",381,708,538,3575,3365,1186,2754,3213,2141,1061,"06"
"164","HAI","2020","HEG48_06","grassland",377.5,707.5,532.5,3562.5,3350,1183.5,2747,3204,2137.5,1060,"06"
"165","HAI","2020","HEG48_07","grassland",374,707,527,3550,3335,1181,2740,3195,2134,1059,"06"
"166","HAI","2020","HEG48_08","grassland",374,707,527,3550,3335,1181,2740,3195,2134,1059,"06"
"167","HAI","2020","HEG48_10","grassland",374,717,523,3578,3400,1195,2758,3221,2108,1043,"06"
"168","HAI","2020","HEG09_01","grassland",428,754,541,3865,3718,1229,2953,3511,2061,977,"06"
"169","HAI","2020","HEG09_05","grassland",436,773,564,3813,3568,1256,2952,3430,2100,1004,"06"
"170","HAI","2020","HEG09_06","grassland",447.5,781.5,566,3816,3600.5,1263,2957.5,3430.5,2108,1010,"06"
"171","HAI","2020","HEG24_02","grassland",320,662,388,4149,3823,1119,3167,3815,1966,915,"06"
"172","HAI","2020","HEG24_06","grassland",360,735,459,4155,3985,1124,3169,3802,1969,925,"06"
"173","HAI","2020","HEG32_03","grassland",273,586,324,4145,3988,968,3023,3772,1651,710,"06"
"174","HAI","2020","HEG32_04","grassland",273,586,324,4145,3988,968,3023,3772,1651,710,"06"
"175","HAI","2020","HEG32_05","grassland",269,617,341,4293,4095,1007,3153,3914,1668,715,"06"
"176","HAI","2020","HEG32_06","grassland",269,617,341,4293,4095,1007,3153,3914,1668,715,"06"
"177","HAI","2020","HEG27_03","grassland",292,573,391,3514.5,3318.5,983,2621,3169,1829.5,851.5,"06"
"178","HAI","2020","HEG27_05","grassland",286,569,381,3511,3318.5,975,2608,3163,1829.5,848,"06"
"179","HAI","2020","HEG27_06","grassland",282,573.5,364,3706,3537,985.5,2760,3366,1820,837,"06"
"180","HAI","2020","HEG27_08","grassland",294.5,594.5,367,3841,3735.5,993,2867.5,3507,1818.5,832.5,"06"
"181","HAI","2020","HEG27_09","grassland",297,602,366,3881,3732,992,2893,3541,1810,825,"06"
"182","HAI","2020","HEG26_03","grassland",438.5,756,600,3492.5,3284,1242.5,2637.5,3089,2250,1137.5,"06"
"183","HAI","2020","HEG26_04","grassland",438.5,756,600,3492.5,3284,1242.5,2637.5,3089,2250,1137.5,"06"
"184","HAI","2020","HEG26_05","grassland",457,775,612.5,3493.5,3284,1251,2657,3095.5,2255,1141.5,"06"
"185","HAI","2020","HEG26_06","grassland",457,775,612.5,3493.5,3284,1251,2657,3095.5,2255,1141.5,"06"
"186","HAI","2020","HEG26_07","grassland",451.5,792.5,623,3506.5,3296.5,1259.5,2671,3104,2258,1144,"06"
"187","HAI","2020","HEG26_08","grassland",451.5,792.5,623,3506.5,3296.5,1259.5,2671,3104,2258,1144,"06"
"188","HAI","2020","HEG26_09","grassland",458.5,792.5,623,3509,3301.5,1260,2671,3104,2254,1142,"06"
"189","HAI","2020","HEG46_02","grassland",490,807,785,3293,3066,1335,2527,2918,2770,1432,"06"
"190","HAI","2020","HEG46_03","grassland",490,807,785,3293,3066,1335,2527,2918,2770,1432,"06"
"191","HAI","2020","HEG46_06","grassland",488,809,764,3362,3120,1312,2578,2971,2717,1387,"06"
"192","HAI","2020","HEG46_08","grassland",496,817,777,3376,3153,1312,2592,2983,2699,1375,"06"
"193","HAI","2020","HEG46_09","grassland",496,817,777,3376,3153,1312,2592,2983,2699,1375,"06"
"194","HAI","2020","HEG49_01","grassland",418,757,468,4185,4066,1236,3207,3822,1910,883,"06"
"195","HAI","2020","HEG49_03","grassland",425.5,754.5,476,4164,4015,1239.5,3185.5,3805.5,1915.5,893,"06"
"196","HAI","2020","HEG49_04","grassland",433,752,484,4143,3964,1243,3164,3789,1921,903,"06"
"197","HAI","2020","HEG49_06","grassland",429,753,499,4046,3873,1237,3117,3683,1937,885,"06"
"198","HAI","2020","HEG49_08","grassland",427,761,495,4082,3896,1250,3133,3699,1955,870,"06"
"199","HAI","2020","HEG49_09","grassland",427,761,495,4082,3896,1250,3133,3699,1955,870,"06"
"200","HAI","2020","HEG21_02","grassland",415,758,588,3916,3754,1269,2957,3503,2228,1067,"06"
"201","HAI","2020","HEG21_03","grassland",415,758,588,3916,3754,1269,2957,3503,2228,1067,"06"
"202","HAI","2020","HEG21_04","grassland",427,762,591,3899,3747,1269,2949,3500,2308,1120,"06"
"203","HAI","2020","HEG21_05","grassland",427,762,591,3899,3747,1269,2949,3500,2308,1120,"06"
"204","HAI","2020","HEG21_06","grassland",435,781,610,3849,3679,1298.5,2932,3465,2349,1153,"06"
"205","HAI","2020","HEG21_07","grassland",443,800,629,3799,3611,1328,2915,3430,2390,1186,"06"
"206","HAI","2020","HEG21_09","grassland",487,860,706,3764,3495,1369,2901,3395,2440,1223,"06"
"207","HAI","2020","HEG23_01","grassland",380,672,511,3206,3009,1106,2445,2872,1903,915,"06"
"208","HAI","2020","HEG23_02","grassland",380,672,511,3206,3009,1106,2445,2872,1903,915,"06"
"209","HAI","2020","HEG23_04","grassland",407,697,530,3334,3112,1148,2547,2984,1951,943,"06"
"210","HAI","2020","HEG23_08","grassland",408,723,544,3527,3363,1184,2702,3173,2017,973,"06"
"211","HAI","2020","HEG23_10","grassland",389,702,514,3546,3393,1173,2699,3193,1996,955,"06"
"212","HAI","2020","HEG25_03","grassland",495,826,768,3225,3113,1260,2449,2880,2345,1286,"06"
"213","HAI","2020","HEG25_09","grassland",450,758,689,3140,3074,1164,2368,2809,2170,1196,"06"
"214","HAI","2020","HEG25_10","grassland",425,727,632,3200,3170,1147,2413,2871,2123,1153,"06"
"215","HAI","2020","HEG30_02","grassland",360,668,442,3841,3690,1083,2955,3530,2143,1038,"06"
"216","HAI","2020","HEG30_03","grassland",360,668,442,3841,3690,1083,2955,3530,2143,1038,"06"
"217","HAI","2020","HEG30_05","grassland",358,686,446,3881,3730,1092,2996,3567,2158,1042,"06"
"218","HAI","2020","HEG43_01","grassland",397,727,595,3422,3262,1217,2658,3077,2288,1193,"06"
"219","HAI","2020","HEG43_02","grassland",394.5,724.5,582.5,3445.5,3276,1220.5,2675,3106.5,2285.5,1191,"06"
"220","HAI","2020","HEG43_05","grassland",388,717,566,3483,3295,1227,2705,3155,2269,1180,"06"
"221","HAI","2020","HEG43_07","grassland",388,724,564,3511,3351,1214,2736,3183,2184,1131,"06"
"222","HAI","2020","HEG43_08","grassland",388,724,564,3511,3351,1214,2736,3183,2184,1131,"06"
"223","HAI","2020","HEG01_01","grassland",434,815,590,3992,3846,1248,3018,3590,2303,1142,"06"
"224","HAI","2020","HEG01_02","grassland",434,815,590,3992,3846,1248,3018,3590,2303,1142,"06"
"225","HAI","2020","HEG16_02","grassland",476,861,679,3528,3391,1395,2817,3163,2380,1265,"06"
"226","HAI","2020","HEG16_03","grassland",476,861,679,3528,3391,1395,2817,3163,2380,1265,"06"
"227","HAI","2020","HEG16_04","grassland",475,858.5,686.5,3494.5,3361.5,1394,2788.5,3146.5,2375,1268,"06"
"228","HAI","2020","HEG16_06","grassland",474,856,694,3461,3332,1393,2760,3130,2370,1271,"06"
"229","HAI","2020","HEG16_07","grassland",498,865,747,3413,3192,1387,2715,3075,2338,1265,"06"
"230","HAI","2020","HEG16_09","grassland",494,872,740,3518,3121,1337,2834,3187,2248,1202,"06"
"231","HAI","2020","HEG16_10","grassland",494,872,740,3518,3121,1337,2834,3187,2248,1202,"06"
"232","HAI","2020","HEG34_02","grassland",345,658,430,3543,3465,1072,2757,3238,1948,969,"06"
"233","HAI","2020","HEG34_04","grassland",385,683,442,4300,4252,1130,3247,4006,1699,782,"06"
"234","HAI","2020","HEG34_05","grassland",385,683,442,4300,4252,1130,3247,4006,1699,782,"06"
"235","HAI","2020","HEG34_08","grassland",408,712,475,4054,3883,1132,3102,3729,1706,796,"06"
"236","HAI","2020","HEG34_09","grassland",396,699,455,3992,3733,1128,3062,3657,1703,794,"06"
"237","HAI","2020","HEG36_01","grassland",489,851,767,3369,3200,1392,2634,3021,2614,1428,"06"
"238","HAI","2020","HEG36_03","grassland",504,862,777,3394,3240,1400,2656,3038,2641,1442,"06"
"239","HAI","2020","HEG36_04","grassland",504,862,777,3394,3240,1400,2656,3038,2641,1442,"06"
"240","HAI","2020","HEG36_05","grassland",511.5,865.5,779.5,3381,3222,1401,2641,3022.5,2651.5,1454,"06"
"241","HAI","2020","HEG36_06","grassland",519,869,782,3368,3204,1402,2626,3007,2662,1466,"06"
"242","HAI","2020","HEG36_07","grassland",519,869,782,3368,3204,1402,2626,3007,2662,1466,"06"
"243","HAI","2020","HEG36_08","grassland",516,854,786,3340,3169,1397,2611,2982,2661,1466,"06"
"244","HAI","2020","HEG36_09","grassland",516,854,786,3340,3169,1397,2611,2982,2661,1466,"06"
"245","HAI","2020","HEG36_10","grassland",517,855,800,3307,3133,1398,2601,2964,2676,1478,"06"
"246","HAI","2020","HEG37_02","grassland",282,564,363,4023,3837,939,2922,3667,1805,799,"06"
"247","HAI","2020","HEG37_03","grassland",284,560,356,4011,3909,940,2914,3648,1799,795,"06"
"248","HAI","2020","HEG37_04","grassland",284,560,356,4011,3909,940,2914,3648,1799,795,"06"
"249","HAI","2020","HEG37_05","grassland",293,564,372,3978,3884,952,2899,3624,1815,808,"06"
"250","HAI","2020","HEG37_06","grassland",293,564,372,3978,3884,952,2899,3624,1815,808,"06"
"251","HAI","2020","HEG37_07","grassland",289,565,380,3970,3820,963,2898,3608,1834,819,"06"
"252","HAI","2020","HEG37_08","grassland",289,565,380,3970,3820,963,2898,3608,1834,819,"06"
"253","HAI","2020","HEG37_09","grassland",287,566.5,380,3937.5,3794.5,965,2876,3574,1849.5,828,"06"
"254","HAI","2020","HEG37_10","grassland",285,568,380,3905,3769,967,2854,3540,1865,837,"06"
"255","HAI","2020","HEG38_05","grassland",385,776,533,4133,3907,1300,3148,3701,2124,1024,"06"
"256","HAI","2020","HEG38_06","grassland",385,776,533,4133,3907,1300,3148,3701,2124,1024,"06"
"257","HAI","2020","HEG40_03","grassland",475,830,675,3496,3346,1323,2679,3100,2548,1346,"06"
"258","HAI","2020","HEG40_05","grassland",490,825,699,3447,3225,1317,2649,3063,2525,1336,"06"
"259","HAI","2020","HEG40_08","grassland",468,835,657,3587,3378,1320,2772,3178,2493,1296,"06"
"260","HAI","2020","HEG03_01","grassland",410,771,609,3482,3292,1222,2711,3139,2204,1135,"06"
"261","HAI","2020","HEG03_02","grassland",410,771,609,3482,3292,1222,2711,3139,2204,1135,"06"
"262","HAI","2020","HEG03_04","grassland",406,752,602,3464,3275,1226,2685,3116,2214,1136,"06"
