,explrtr,year,Qnum2,type,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2,month
47,ALB,2021,AEG10_10,grassland,325,663,442,4014,3782,1128,3039,3580,2270,1057,9
48,ALB,2021,AEG22_01,grassland,367,763,441,4216,4237,1221,3333,3884,2152,979,9
49,ALB,2021,AEG22_02,grassland,314,662,375,4167,3924,1148,3242,3861,2117,954,9
50,ALB,2021,AEG22_03,grassland,314,662,375,4167,3924,1148,3242,3861,2117,954,9
51,ALB,2021,AEG22_06,grassland,263,566,293,4005,3130,1119,3182,3723,2095,938,9
52,ALB,2021,AEG22_07,grassland,324,688,358,3952,3516,1148,3211,3678,2131,962,9
53,ALB,2021,AEG22_08,grassland,324,688,358,3952,3516,1148,3211,3678,2131,962,9
54,ALB,2021,AEG22_09,grassland,377,807,436,4316,4256,1283,3460,3955,2252,1029,9
55,ALB,2021,AEG22_10,grassland,377,807,436,4316,4256,1283,3460,3955,2252,1029,9
56,ALB,2021,AEG44_04,grassland,314,691,373,3877,3916,1103,3077,3562,2023,953,9
57,ALB,2021,AEG44_05,grassland,283,655,333,3795,3654,1078,3039,3490,1947,904,9
58,ALB,2021,AEG44_06,grassland,283,655,333,3795,3654,1078,3039,3490,1947,904,9
59,ALB,2021,AEG44_07,grassland,283,655,333,3795,3654,1078,3039,3490,1947,904,9
60,ALB,2021,AEG44_08,grassland,283,655,333,3795,3654,1078,3039,3490,1947,904,9
61,ALB,2021,AEG07_02,grassland,367.5,690.5,538.5,3413.5,3194,1169,2590.5,2997.5,2216,1073.5,9
62,ALB,2021,AEG07_03,grassland,395,728,561,3541,3336,1201,2678,3098,2270,1094,9
63,ALB,2021,AEG07_05,grassland,395,740,565,3578,3439,1218,2714,3140,2293,1105,9
64,ALB,2021,AEG07_07,grassland,389,738,545,3679,3560,1247,2791,3236,2346,1122,9
65,ALB,2021,AEG07_08,grassland,389,738,545,3679,3560,1247,2791,3236,2346,1122,9
66,ALB,2021,AEG07_09,grassland,398,736,551,3661,3457,1236,2793,3216,2373,1132,9
67,ALB,2021,AEG07_10,grassland,348,670,486.5,3652.5,3359,1222.5,2762,3198,2357,1124,9
68,ALB,2021,AEG13_02,grassland,386.5,717,642.5,3546,3319,1271,2643,3095,2640.5,1373.5,9
69,ALB,2021,AEG13_05,grassland,384,725,636,3579,3361,1280,2696,3147,2619,1367,9
70,ALB,2021,AEG13_06,grassland,384,725,636,3579,3361,1280,2696,3147,2619,1367,9
71,ALB,2021,AEG13_07,grassland,402,759,658,3604,3449,1287,2733,3192,2570,1340,9
72,ALB,2021,AEG13_08,grassland,402,759,658,3604,3449,1287,2733,3192,2570,1340,9
73,ALB,2021,AEG13_09,grassland,407,759,657,3554,3413,1276,2714,3153,2497,1294,9
74,ALB,2021,AEG13_10,grassland,407,759,657,3554,3413,1276,2714,3153,2497,1294,9
75,ALB,2021,AEG15_01,grassland,370,755,507,4039,3940,1262,3103,3679,2149,1098,9
76,ALB,2021,AEG15_03,grassland,364.5,755,502.5,4057,3913.5,1274.5,3115,3686,2188,1117,9
77,ALB,2021,AEG15_05,grassland,359,755,498,4075,3887,1287,3127,3693,2227,1136,9
78,ALB,2021,AEG15_06,grassland,364,757,528,4127,3865,1284,3165,3752,2261,1147,9
79,ALB,2021,AEG15_07,grassland,364,757,528,4127,3865,1284,3165,3752,2261,1147,9
80,ALB,2021,AEG15_08,grassland,367,735,490,4207,3883,1276,3231,3839,2238,1133,9
81,ALB,2021,AEG15_09,grassland,367,735,490,4207,3883,1276,3231,3839,2238,1133,9
82,ALB,2021,AEG15_10,grassland,380,770,535,4183,3945,1310,3214,3797,2293,1175,9
83,ALB,2021,AEG46_01,grassland,312,727,358,3842,3985,1129,3024,3515,1889,877,9
84,ALB,2021,AEG46_03,grassland,334,771,413,4464,4316,1270,3462,4115,2190,1019,9
85,ALB,2021,AEG46_04,grassland,334,771,413,4464,4316,1270,3462,4115,2190,1019,9
86,ALB,2021,AEG46_05,grassland,349,775,457,4609,4429,1274,3509,4206,2248,1043,9
87,ALB,2021,AEG46_06,grassland,349,775,457,4609,4429,1274,3509,4206,2248,1043,9
88,ALB,2021,AEG46_07,grassland,346.5,760,452,4623.5,4470,1263.5,3515.5,4199.5,2275.5,1060,9
89,ALB,2021,AEG46_08,grassland,344,745,447,4638,4511,1253,3522,4193,2303,1077,9
90,ALB,2021,AEG46_09,grassland,344,745,447,4638,4511,1253,3522,4193,2303,1077,9
91,ALB,2021,AEG46_10,grassland,326,701,416,4567,4447,1198,3460,4101,2254,1047,9
92,ALB,2021,AEG06_03,grassland,366,711,548,3673,3482,1156,2775,3261,2259,1127,9
93,ALB,2021,AEG06_04,grassland,366,711,548,3673,3482,1156,2775,3261,2259,1127,9
94,ALB,2021,AEG06_05,grassland,341,681,497,3714,3536,1164,2810,3301,2264,1127,9
95,ALB,2021,AEG06_06,grassland,341,681,497,3714,3536,1164,2810,3301,2264,1127,9
96,ALB,2021,AEG06_07,grassland,316,658,440,3725,3536,1085,2837,3319,2126,1033,9
97,ALB,2021,AEG06_08,grassland,316,658,440,3725,3536,1085,2837,3319,2126,1033,9
98,ALB,2021,AEG06_09,grassland,305,658,418,3770,3607,1104,2871,3366,2127,1029,9
99,ALB,2021,AEG06_10,grassland,305,658,418,3770,3607,1104,2871,3366,2127,1029,9
100,ALB,2021,AEG25_05,grassland,310,626,428,3914,3598,1109,2940,3498,2059,964,9
101,ALB,2021,AEG25_08,grassland,227,491,299,3798,3615,928,2720,3309,1758,836,9
102,ALB,2021,AEG16_03,grassland,361,829,425,4282,4126,1337,3440,3929,2233,1054,9
103,ALB,2021,AEG16_04,grassland,369,844,431,4391,4293,1356,3521,4034,2279,1071,9
104,ALB,2021,AEG16_05,grassland,369,844,431,4391,4293,1356,3521,4034,2279,1071,9
105,ALB,2021,AEG16_06,grassland,374,820,433,4367,4289,1338,3516,4019,2260,1061,9
106,ALB,2021,AEG16_07,grassland,374,820,433,4367,4289,1338,3516,4019,2260,1061,9
107,ALB,2021,AEG16_08,grassland,356,804,432,4219,4131,1336,3410,3886,2240,1063,9
108,ALB,2021,AEG16_09,grassland,356,804,432,4219,4131,1336,3410,3886,2240,1063,9
109,ALB,2021,AEG16_10,grassland,356,804,432,4219,4131,1336,3410,3886,2240,1063,9
110,ALB,2021,AEG17_03,grassland,362.5,806.5,439,4637,4439,1306.5,3601,4186.5,2224,1040.5,9
111,ALB,2021,AEG17_04,grassland,365,808,448,4660,4498,1306,3608,4194,2220,1035,9
112,ALB,2021,AEG17_05,grassland,355,810,430,4443,4491,1242,3431,3998,2073,950,9
113,ALB,2021,AEG17_06,grassland,355,810,430,4443,4491,1242,3431,3998,2073,950,9
114,ALB,2021,AEG17_08,grassland,343,777,411,4247,4407,1173,3286,3847,2021,938,9
115,ALB,2021,AEG17_09,grassland,300,652,352,3923,3765,1096,2966,3520,1929,907,9
116,ALB,2021,AEG39_04,grassland,331,694,397,3974,3980,1125,3043,3637,2003,970,9
117,ALB,2021,AEG39_05,grassland,322,682,406,3966,4063,1098,3024,3630,1924,912,9
118,ALB,2021,AEG39_07,grassland,320,684,413,4088,3859,1151,3123,3728,2055,989,9
119,ALB,2021,AEG39_09,grassland,334,703,421,3899,3921,1092,3003,3622,1941,928,9
120,ALB,2021,AEG39_10,grassland,334,703,421,3899,3921,1092,3003,3622,1941,928,9
121,ALB,2021,AEG40_02,grassland,229,621,219,4653,4692,989,3526,4462,1754,747,9
122,ALB,2021,AEG40_04,grassland,238,611,248,4339,4105,1053,3308,4076,1878,836,9
123,ALB,2021,AEG40_05,grassland,303,727,371,4514,4262,1103,3467,4257,1940,858,9
124,ALB,2021,AEG40_06,grassland,303,727,371,4514,4262,1103,3467,4257,1940,858,9
125,ALB,2021,AEG40_07,grassland,342,734,494,4329,3858,1122,3310,4032,2024,932,9
126,ALB,2021,AEG40_08,grassland,342,734,494,4329,3858,1122,3310,4032,2024,932,9
127,ALB,2021,AEG40_09,grassland,352.5,724.5,528.5,4182.5,3737.5,1182.5,3187.5,3812.5,2150.5,1027,9
128,ALB,2021,AEG40_10,grassland,363,715,563,4036,3617,1243,3065,3593,2277,1122,9
129,ALB,2021,AEG50_03,grassland,322,758,388,4498,4291,1248,3483,4070,2214,1020,9
130,ALB,2021,AEG50_04,grassland,322,758,388,4498,4291,1248,3483,4070,2214,1020,9
131,ALB,2021,AEG50_05,grassland,327,748,394,4362,4148,1230,3383,3957,2198,1017,9
132,ALB,2021,AEG50_06,grassland,327,748,394,4362,4148,1230,3383,3957,2198,1017,9
133,ALB,2021,AEG50_07,grassland,316,726,402,4219,4049,1213,3287,3831,2182,1015,9
134,ALB,2021,AEG50_08,grassland,316,726,402,4219,4049,1213,3287,3831,2182,1015,9
135,ALB,2021,AEG50_09,grassland,317,714,409,4132,3927,1203,3224,3751,2168,1013,9
136,ALB,2021,AEG50_10,grassland,317,714,409,4132,3927,1203,3224,3751,2168,1013,9
137,ALB,2021,AEG12_01,grassland,420.5,772.5,655,3533.5,3309.5,1292.5,2692,3119,2641.5,1406.5,9
138,ALB,2021,AEG12_04,grassland,432,769,678,3473,3280,1287,2632,3056,2670,1438,9
139,ALB,2021,AEG12_05,grassland,432,769,678,3473,3280,1287,2632,3056,2670,1438,9
140,ALB,2021,AEG12_07,grassland,432,769,678,3473,3280,1287,2632,3056,2670,1438,9
141,ALB,2021,AEG12_09,grassland,431,763,681,3503,3326,1281,2661,3072,2643,1413,9
142,ALB,2021,AEG14_02,grassland,346,759,430.5,4300.5,4157,1249,3336,3917.5,2276.5,1092.5,9
143,ALB,2021,AEG14_03,grassland,347,759,432,4285,4128,1245,3336,3913,2269,1090,9
144,ALB,2021,AEG14_04,grassland,347,759,432,4285,4128,1245,3336,3913,2269,1090,9
145,ALB,2021,AEG14_05,grassland,335,741,429,4261,4067,1242,3317,3890,2240,1081,9
146,ALB,2021,AEG14_06,grassland,335,741,429,4261,4067,1242,3317,3890,2240,1081,9
147,ALB,2021,AEG14_08,grassland,333,757,422,4365,4208,1247,3396,4000,2230,1078,9
148,ALB,2021,AEG14_09,grassland,341,771,421,4445,4309,1247,3450,4079,2216,1065,9
149,ALB,2021,AEG14_10,grassland,341,771,421,4445,4309,1247,3450,4079,2216,1065,9
150,ALB,2021,AEG19_02,grassland,362,787,431,5200,4989,1303,3932,4761,2377,1109,9
151,ALB,2021,AEG19_03,grassland,351,764,421,5002,4829,1266,3727,4509,2378,1117,9
152,ALB,2021,AEG19_04,grassland,351,764,421,5002,4829,1266,3727,4509,2378,1117,9
153,ALB,2021,AEG19_05,grassland,351,763,443,4955,4587,1269,3671,4410,2387,1125,9
154,ALB,2021,AEG19_06,grassland,351,763,443,4955,4587,1269,3671,4410,2387,1125,9
155,ALB,2021,AEG19_07,grassland,361,759,477,4641,4329,1268,3421,4061,2419,1167,9
156,ALB,2021,AEG19_08,grassland,361,759,477,4641,4329,1268,3421,4061,2419,1167,9
157,ALB,2021,AEG19_09,grassland,353,746.5,476.5,4595.5,4255.5,1259,3386,4020,2414.5,1165.5,9
158,ALB,2021,AEG03_03,grassland,272,629,341,3762,3705,1043,2916,3418,1885,884,9
159,ALB,2021,AEG03_05,grassland,270,624,326,3999,3897,1046,3122,3675,1889,876,9
160,ALB,2021,AEG03_06,grassland,270,624,326,3999,3897,1046,3122,3675,1889,876,9
161,ALB,2021,AEG03_07,grassland,278,631,331,3939,3964,1077,3067,3599,1925,928,9
162,ALB,2021,AEG03_08,grassland,278,631,331,3939,3964,1077,3067,3599,1925,928,9
163,ALB,2021,AEG03_10,grassland,311,664,421,3719,3697,1123,2875,3386,1949,1014,9
164,ALB,2021,AEG31_01,grassland,421,849,582,4092,3947,1413,3192,3660,2622,1338,9
165,ALB,2021,AEG31_09,grassland,404,804,539,3989,3763,1358,3090,3575,2479,1248,9
166,ALB,2021,AEG35_01,grassland,258,576,335,3582,3452,934,2731,3291,1847,880,9
167,ALB,2021,AEG35_03,grassland,273,639,342,4044,3967,1035,3098,3724,2073,972,9
168,ALB,2021,AEG35_05,grassland,252,576,325,3534,3398,938,2707,3255,1846,875,9
169,ALB,2021,AEG35_06,grassland,252,576,325,3534,3398,938,2707,3255,1846,875,9
170,ALB,2021,AEG35_07,grassland,254,580,327,3496,3354,952,2686,3214,1875,896,9
171,ALB,2021,AEG35_08,grassland,254,580,327,3496,3354,952,2686,3214,1875,896,9
172,ALB,2021,AEG35_09,grassland,260,586,337,3501,3364.5,956,2689.5,3218.5,1889.5,905.5,9
173,ALB,2021,AEG35_10,grassland,266,592,347,3506,3375,960,2693,3223,1904,915,9
174,ALB,2021,AEG45_03,grassland,318,725,360,4312,4224,1171,3429,3991,2053,969,9
175,ALB,2021,AEG45_05,grassland,316,746,376,4449,4375,1226,3503,4130,2131,1005,9
176,ALB,2021,AEG45_06,grassland,335,759,393,4391,4237,1219,3482,4079,2134,1010,9
177,ALB,2021,AEG45_07,grassland,335,759,393,4391,4237,1219,3482,4079,2134,1010,9
178,ALB,2021,AEG45_08,grassland,321,743,378,4222,4166,1209,3350,3919,2103,997,9
179,ALB,2021,AEG45_09,grassland,321,743,378,4222,4166,1209,3350,3919,2103,997,9
180,ALB,2021,AEG45_10,grassland,309,720,381,4161,4003,1201,3303,3828,2103,999,9
181,ALB,2021,AEG08_01,grassland,391,771,541,3811,3624,1262,2985,3453,2343,1113,9
182,ALB,2021,AEG08_04,grassland,396,776,548,3794,3601,1261,2968,3426,2327,1110,9
183,ALB,2021,AEG08_10,grassland,368,734,493,3831,3668,1215,2955,3427,2222,1051,9
184,ALB,2021,AEG27_03,grassland,338,679,447,3846,3675,1141,2985,3478,2200,1041,9
185,ALB,2021,AEG27_04,grassland,370,709,484,3867,3722,1157,2983,3488,2211,1054,9
186,ALB,2021,AEG27_06,grassland,353,691,465,3823,3718,1156,2937,3435,2196,1057,9
187,ALB,2021,AEG27_07,grassland,353,691,465,3823,3718,1156,2937,3435,2196,1057,9
188,ALB,2021,AEG27_08,grassland,342,689,465,3797,3691,1151,2927,3410,2158,1038,9
189,ALB,2021,AEG27_09,grassland,342,689,465,3797,3691,1151,2927,3410,2158,1038,9
190,ALB,2021,AEG28_03,grassland,363,685,494,4009,3794,1192,3016,3544,2340,1095,9
191,ALB,2021,AEG28_05,grassland,366,689,495,4001,3799,1190,3011,3540,2336,1095,9
192,ALB,2021,AEG28_07,grassland,363,699,492,3968,3804,1213,2994,3523,2347,1111,9
193,ALB,2021,AEG28_08,grassland,373,719,510,3958,3766,1221,2999,3533,2351,1113,9
194,ALB,2021,AEG28_10,grassland,375.5,724,520.5,3914.5,3731.5,1228.5,2971.5,3486.5,2349.5,1118,9
195,ALB,2021,AEG33_01,grassland,346,647,471,3496,3312,1063,2598,3080,2037,966,9
196,ALB,2021,AEG01_03,grassland,372,729,560,3640,3467,1216,2827,3289,2257,1154,9
197,ALB,2021,AEG01_04,grassland,372,729,560,3640,3467,1216,2827,3289,2257,1154,9
198,ALB,2021,AEG01_05,grassland,381,746,563,3697,3574,1228,2873,3348,2257,1158,9
199,ALB,2021,AEG01_06,grassland,381,746,563,3697,3574,1228,2873,3348,2257,1158,9
200,ALB,2021,AEG01_09,grassland,402,767.5,575.5,3684,3513,1241,2895,3340.5,2243.5,1163.5,9
201,ALB,2021,AEG01_10,grassland,408,775,574,3666,3473,1242,2896,3333,2232,1160,9
202,ALB,2021,AEG11_03,grassland,278,680,256,5121,5239,1020,3892,4841,1778,772,9
203,ALB,2021,AEG11_04,grassland,278,680,256,5121,5239,1020,3892,4841,1778,772,9
204,ALB,2021,AEG11_05,grassland,271,676,253,5327,5242,1071,4074,5060,1898,822,9
205,ALB,2021,AEG11_06,grassland,271,676,253,5327,5242,1071,4074,5060,1898,822,9
206,ALB,2021,AEG11_09,grassland,267,672,250,5461,5340,1071,4122,5116,1917,820,9
207,ALB,2021,AEG18_03,grassland,304,692,350,4398,4238,1133,3391,4060,2014,949,9
208,ALB,2021,AEG18_04,grassland,304,692,350,4398,4238,1133,3391,4060,2014,949,9
209,ALB,2021,AEG18_05,grassland,303,688,343,4373,4258,1130,3382,4043,2002,946,9
210,ALB,2021,AEG18_06,grassland,303,688,343,4373,4258,1130,3382,4043,2002,946,9
211,ALB,2021,AEG18_07,grassland,301,685,347,4323,4210,1127,3362,4009,1992,941,9
212,ALB,2021,AEG18_08,grassland,301,685,347,4323,4210,1127,3362,4009,1992,941,9
213,ALB,2021,AEG18_09,grassland,316,695,347,4391,4183,1118,3435,4087,2004,934,9
214,ALB,2021,AEG18_10,grassland,316,695,347,4391,4183,1118,3435,4087,2004,934,9
215,ALB,2021,AEG02_03,grassland,195,479,210,4287,3846,847,3194,3918,1700,710,9
216,ALB,2021,AEG02_06,grassland,226,540,246,4453,4422,886,3234,4021,1747,732,9
217,ALB,2021,AEG02_07,grassland,242,557,274,4488,4380,925,3282,4102,1776,749,9
218,ALB,2021,AEG21_05,grassland,306,693,421,3791,3635,1153,2982,3425,2149,1084,9
219,ALB,2021,AEG21_08,grassland,309,688,419,3799,3610,1158,2995,3450,2142,1078,9
220,ALB,2021,AEG21_09,grassland,310,686,431,3778,3598,1162,2978,3447,2134,1074,9
221,ALB,2021,AEG21_10,grassland,310,686,431,3778,3598,1162,2978,3447,2134,1074,9
222,ALB,2021,AEG23_01,grassland,309,713,415,4188,3988,1232,3198,3734,2260,1112,9
223,ALB,2021,AEG23_03,grassland,300,697,389,4269,4019,1186,3246,3806,2215,1052,9
224,ALB,2021,AEG23_04,grassland,300,697,389,4269,4019,1186,3246,3806,2215,1052,9
225,ALB,2021,AEG24_01,grassland,288,679,352,4359,4328,1125,3392,4002,1957,896,9
226,ALB,2021,AEG24_03,grassland,313,717,397,4254,4194,1176,3319,3899,1995,922,9
227,ALB,2021,AEG24_06,grassland,316,728,379,4328,4147,1186,3392,3996,1975,918,9
228,ALB,2021,AEG24_09,grassland,305,715.5,365,4261.5,4146,1166,3345,3942,1940,900,9
229,ALB,2021,AEG24_10,grassland,299,705,365,4205,4121,1146,3296,3894,1910,884,9
230,ALB,2021,AEG30_03,grassland,341,651,478,3307,3050,1117,2563,2968,1993,1008,9
231,ALB,2021,AEG30_06,grassland,330,622,448,3276,3079,1085,2542,2944,1946,978,9
232,ALB,2021,AEG30_09,grassland,330.5,635,444,3329.5,3161.5,1088.5,2565,2990.5,1948,975,9
233,ALB,2021,AEG36_03,grassland,325,709,408,4051,3869,1188,3175,3730,2112,1031,9
234,ALB,2021,AEG36_04,grassland,325,709,408,4051,3869,1188,3175,3730,2112,1031,9
235,ALB,2021,AEG36_05,grassland,314,692,389,4068,3870,1185,3178,3737,2104,1026,9
236,ALB,2021,AEG36_07,grassland,312,689,406,4097,3902,1193,3219,3789,2116,1036,9
237,ALB,2021,AEG36_08,grassland,312,689,406,4097,3902,1193,3219,3789,2116,1036,9
238,ALB,2021,AEG36_09,grassland,317,732,421,4122,3954,1201,3243,3811,2130,1041,9
239,ALB,2021,AEG38_02,grassland,317,649,371,3596,3457,1053,2776,3294,1806,867,9
240,ALB,2021,AEG38_03,grassland,313,630,367,3498,3303,1008,2678,3188,1765,848,9
241,ALB,2021,AEG38_04,grassland,313,630,367,3498,3303,1008,2678,3188,1765,848,9
242,ALB,2021,AEG38_05,grassland,313,630,367,3498,3303,1008,2678,3188,1765,848,9
243,ALB,2021,AEG38_06,grassland,313,630,367,3498,3303,1008,2678,3188,1765,848,9
244,ALB,2021,AEG38_07,grassland,304,609,361,3437,3244,970,2603,3109,1744,839,9
245,ALB,2021,AEG38_08,grassland,304,609,361,3437,3244,970,2603,3109,1744,839,9
246,ALB,2021,AEG38_09,grassland,308,591,359,3572,3388,940,2674,3224,1717,806,9
247,ALB,2021,AEG38_10,grassland,308,591,359,3572,3388,940,2674,3224,1717,806,9
248,ALB,2021,AEG43_03,grassland,320,755,381,4422,4412,1188,3416,4093,2115,983,9
249,ALB,2021,AEG43_05,grassland,298,668,340,4386,4022,1168,3373,3985,2105,978,9
250,ALB,2021,AEG43_06,grassland,298,668,340,4386,4022,1168,3373,3985,2105,978,9
251,ALB,2021,AEG43_07,grassland,321,737,407,4307,4305,1153,3305,3943,2083,968,9
252,ALB,2021,AEG43_08,grassland,321,737,407,4307,4305,1153,3305,3943,2083,968,9
253,ALB,2021,AEG43_09,grassland,324.5,741.5,412,4298.5,4263.5,1176,3319,3939.5,2088,973.5,9
254,ALB,2021,AEG43_10,grassland,328,746,417,4290,4222,1199,3333,3936,2093,979,9
255,ALB,2021,AEG05_02,grassland,369,726,502,4064,3945,1213,2994,3567,2263,1108,9
256,ALB,2021,AEG05_03,grassland,375,726,501,4185,3960,1236,3059,3644,2344,1147,9
257,ALB,2021,AEG05_04,grassland,375,726,501,4185,3960,1236,3059,3644,2344,1147,9
258,ALB,2021,AEG05_05,grassland,382,741,506,4260,3991,1261,3106,3706,2398,1170,9
259,ALB,2021,AEG05_06,grassland,382,741,506,4260,3991,1261,3106,3706,2398,1170,9
260,ALB,2021,AEG05_09,grassland,393,764.5,534.5,4439.5,4171,1302.5,3216,3863.5,2464,1191,9
261,ALB,2021,AEG49_01,grassland,329,687,453,4223,3969,1184,3165,3721,2262,1021,9
262,ALB,2021,AEG20_01,grassland,423,859,471,4112,4275,1206,3193,3701,2037,993,9
263,ALB,2021,AEG20_05,grassland,373,776,431,4252,3973,1248,3330,3848,2118,1029,9
264,ALB,2021,AEG20_08,grassland,373,809,426,4447,4167,1280,3452,4064,2243,1066,9
265,ALB,2021,AEG09_02,grassland,394,748,564,3681,3528,1265,2824,3280,2385,1146,9
266,ALB,2021,AEG09_04,grassland,414,785,582,3732,3577,1320,2879,3327,2455,1190,9
267,ALB,2021,AEG09_05,grassland,414,785,582,3732,3577,1320,2879,3327,2455,1190,9
268,ALB,2021,AEG09_06,grassland,409,767,570,3676,3546,1278,2823,3262,2419,1165,9
269,ALB,2021,AEG09_07,grassland,409,767,570,3676,3546,1278,2823,3262,2419,1165,9
270,ALB,2021,AEG09_08,grassland,389,715,544,3621,3460,1234,2766,3194,2388,1141,9
271,ALB,2021,AEG09_10,grassland,346,632,494,3495,3282,1179,2640,3079,2335,1120,9
272,ALB,2021,AEG26_02,grassland,343,644,499,3374,3177,1085,2557,2968,2146,996,9
273,ALB,2021,AEG26_05,grassland,344,638,491,3388,3265,1087,2551,2986,2142,997,9
274,ALB,2021,AEG26_06,grassland,344,638,491,3388,3265,1087,2551,2986,2142,997,9
275,ALB,2021,AEG26_08,grassland,296,599,418,3481,3425,1006,2611,3095,1980,894,9
276,ALB,2021,AEG26_09,grassland,282,581,396,3483,3371.5,1000.5,2623.5,3100.5,1969,887,9
277,ALB,2021,AEG26_10,grassland,268,563,374,3485,3318,995,2636,3106,1958,880,9
278,ALB,2021,AEG47_04,grassland,372,711,521,3531,3298,1183,2686,3124,2208,1069,9
279,ALB,2021,AEG47_06,grassland,394,727,535,3546,3321,1198,2704,3133,2230,1087,9
280,ALB,2021,AEG47_09,grassland,467,799.5,621.5,3310.5,3120,1208.5,2539,2907.5,2292,1155.5,9
281,ALB,2021,AEG42_01,grassland,132,285,119,2259,1645,517,1678,2063,996,447,9
